measuring point,CON_L1,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,SEG1,GF3,GF4,CONV1,RIS10,RIS11,CONV2,SEG2,SEG3,SEG4,SEG5,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,CON_R1,CON_R2,RIS1,RIS2,RIS3,RIS4,RIS5,ULS1,ULS2,RIS12,RIS13,ZR1,ZR2
2025-08-20 14:42:43.701,76.68,23.7,5.29,0.79,0.64,0.78,-0.06,-0.4,-0.02,86.15,0.91,1.49,0.67,12.39,11.95,0.32,64.84,45.77,7.66,1.92,3.69,41.76,39.31,8.19,-0.42,-0.49,-0.36,-0.46,-0.46,125.94,119.39,93.56,67.03,39.57,18.14,14.46,31.61,27.24,8.39,8.13,5.76,4.13
2025-08-20 14:42:43.978,73.82,22.89,4.48,0.39,0.4,0.37,-0.22,-0.57,-0.83,82.47,-0.32,0.26,-0.56,12.31,11.55,-0.25,62.59,44.54,5.42,0.49,3.62,40.12,39.31,8.19,-0.63,-0.58,-0.56,-0.67,-0.74,123.1,107.98,93.56,67.44,38.75,17.94,13.64,30.39,26.42,8.23,8.13,5.8,4.0
2025-08-20 14:42:44.209,75.86,24.31,5.5,1.04,0.8,0.53,0.1,-0.32,-0.26,84.11,0.91,0.67,-0.15,12.96,11.87,0.07,63.82,44.54,6.03,1.51,3.75,40.94,41.56,8.31,-0.54,-0.58,-0.48,-0.58,-0.66,124.32,112.05,94.78,68.67,39.37,19.37,14.25,31.2,28.67,8.55,8.21,5.96,4.21
2025-08-20 14:42:44.459,74.64,23.3,5.09,0.71,0.56,0.61,0.18,-0.24,-0.1,85.33,1.32,1.49,0.67,12.96,11.87,0.07,64.63,45.15,6.64,1.1,3.95,40.94,39.1,8.64,-0.38,-0.45,-0.48,-0.5,-0.74,121.48,116.13,93.96,69.49,39.37,18.96,13.44,29.57,30.3,8.72,8.26,6.08,4.17
2025-08-20 14:42:44.710,75.86,24.11,5.5,1.04,0.64,0.7,0.1,-0.32,-0.18,84.92,0.91,1.28,0.67,12.96,11.71,-0.09,64.63,45.77,6.84,1.31,4.09,40.74,39.31,8.72,-0.46,-0.33,-0.4,-0.54,-0.66,124.32,128.35,95.19,67.44,39.37,18.35,14.25,31.2,28.06,8.72,8.21,5.68,4.04
2025-08-20 14:42:45.016,74.64,23.3,4.48,0.31,0.31,0.29,0.02,-0.24,-0.34,82.88,-0.11,0.06,-0.56,13.21,11.87,-0.17,64.22,44.34,5.83,0.69,4.07,40.12,39.1,8.64,-0.54,-0.49,-0.56,-0.62,-0.74,123.51,105.94,93.56,67.03,38.55,19.17,14.46,32.02,28.67,8.47,8.34,6.0,4.13
2025-08-20 14:42:45.202,76.27,23.5,4.89,0.71,0.23,0.45,0.18,-0.32,-0.1,85.33,0.91,1.28,0.87,13.78,12.6,0.32,64.63,45.15,7.45,1.71,4.3,41.35,40.12,9.13,-0.3,-0.25,-0.4,-0.46,-0.66,124.72,111.64,94.37,68.67,39.57,19.37,15.47,34.47,31.94,8.8,8.46,5.96,4.25
2025-08-20 14:42:45.451,76.27,22.89,5.09,0.47,0.56,0.53,0.02,-0.08,-0.02,84.51,1.11,1.08,0.67,13.78,12.6,0.4,64.43,45.56,7.25,1.71,4.46,42.17,40.53,9.29,-0.3,-0.37,-0.32,-0.38,-0.54,125.94,109.61,95.6,69.9,40.38,19.78,15.07,33.04,31.94,8.96,8.38,6.08,4.08
2025-08-20 14:42:45.701,74.64,22.89,5.09,0.88,0.56,0.7,0.43,0.01,-0.1,86.56,1.32,1.49,0.87,14.02,12.69,0.4,65.25,45.97,6.23,1.92,4.69,41.35,39.72,9.58,-0.34,-0.29,-0.36,-0.34,-0.5,126.34,119.39,94.78,69.49,39.37,19.78,15.47,33.24,31.33,9.12,8.58,5.88,4.08
2025-08-20 14:42:45.985,73.82,22.48,4.28,0.79,0.64,0.45,-0.14,-0.48,-0.51,84.11,-0.11,0.47,-0.56,13.45,12.28,-0.25,63.82,44.54,6.03,0.49,4.24,39.51,39.51,9.21,-0.75,-0.49,-0.56,-0.58,-0.7,124.32,110.83,95.19,71.53,40.18,19.57,14.66,33.65,30.3,9.04,8.54,5.84,4.17
2025-08-20 14:42:46.201,75.86,23.3,5.29,0.63,0.72,0.61,0.26,-0.16,-0.18,85.33,1.11,1.69,0.26,14.11,12.6,0.32,65.65,46.38,7.05,1.92,4.48,41.35,39.31,9.33,-0.38,-0.45,-0.4,-0.42,-0.62,125.94,116.94,97.23,69.9,41.2,19.78,15.07,34.47,32.76,9.04,8.58,6.0,4.21
2025-08-20 14:42:46.452,76.27,23.3,4.89,0.88,0.88,0.78,0.43,-0.08,-0.02,85.33,0.91,1.08,0.67,13.94,12.69,-0.01,64.84,45.15,7.25,2.33,4.62,40.94,40.33,9.66,-0.3,-0.29,-0.32,-0.54,-0.46,126.34,125.5,95.6,69.49,39.57,19.37,14.86,33.65,31.74,8.96,8.42,5.8,4.04
2025-08-20 14:42:46.702,75.86,23.7,4.89,0.96,0.72,0.78,0.35,0.01,-0.1,85.33,0.91,0.87,0.67,14.19,12.52,0.32,64.43,45.15,7.45,1.92,4.58,41.56,39.1,9.58,-0.3,-0.33,-0.32,-0.46,-0.46,126.34,114.09,97.23,70.71,39.16,18.96,15.27,34.67,30.1,9.45,8.7,6.0,4.45
2025-08-20 14:42:46.951,77.09,24.11,5.5,1.2,0.96,1.1,0.59,-0.08,-0.26,84.11,1.73,1.89,0.87,14.43,12.85,0.24,65.45,45.36,7.45,2.33,4.83,42.58,40.12,9.86,-0.5,-0.29,-0.32,-0.42,-0.58,125.94,118.98,96.0,68.67,39.77,19.57,15.88,33.04,28.06,9.37,8.42,6.04,4.17
2025-08-20 14:42:47.202,77.09,24.11,5.9,1.44,1.29,1.35,0.43,0.09,0.06,85.33,1.52,2.71,0.67,14.51,13.01,0.24,64.63,45.36,7.66,2.12,4.48,42.58,39.92,9.78,-0.34,-0.21,-0.32,-0.5,-0.5,125.94,109.61,96.0,69.49,39.37,19.17,15.47,32.63,26.42,9.2,8.78,5.88,4.17
2025-08-20 14:42:47.452,77.09,24.11,5.29,1.2,1.21,1.1,0.51,-0.16,-0.02,86.15,1.73,1.69,0.05,14.35,12.69,0.32,65.25,46.18,7.86,2.12,4.4,41.56,39.1,9.74,-0.3,-0.25,-0.32,-0.42,-0.46,125.94,121.42,93.96,68.26,38.75,18.55,14.86,32.02,26.62,9.53,8.78,5.92,4.29
2025-08-20 14:42:47.701,76.27,23.91,5.7,1.44,1.13,1.02,0.35,-0.08,-0.1,84.92,1.52,1.49,0.87,14.19,12.69,0.4,65.86,46.38,7.66,2.12,4.38,41.76,38.49,9.58,-0.22,-0.29,-0.28,-0.34,-0.58,126.75,111.24,96.0,69.08,39.77,18.96,14.66,31.82,26.22,9.61,8.74,5.76,4.13
2025-08-20 14:42:47.951,75.86,23.3,5.7,1.2,1.13,0.61,0.18,-0.32,-0.02,85.74,1.32,1.49,0.67,13.86,12.6,0.32,65.65,46.38,7.86,2.53,4.07,41.76,41.15,9.49,-0.3,-0.37,-0.36,-0.46,-0.46,127.16,117.35,93.96,67.85,39.57,18.76,14.86,34.26,31.53,9.45,8.78,5.76,4.17
2025-08-20 14:42:48.202,75.86,23.09,5.5,1.04,0.88,0.37,0.02,-0.16,-0.18,84.92,1.32,1.49,0.87,13.62,12.2,0.16,64.84,44.95,7.05,1.71,3.99,41.56,40.33,9.05,-0.34,-0.41,-0.4,-0.46,-0.66,125.94,116.94,93.96,68.67,39.16,18.35,14.46,34.88,32.14,9.12,8.78,6.0,4.25
2025-08-20 14:42:48.451,75.45,22.48,5.09,0.63,0.56,0.45,-0.31,-0.24,-0.26,84.51,0.3,0.87,0.05,13.29,11.55,0.24,65.65,45.97,6.23,0.9,3.95,40.94,40.12,8.76,-0.38,-0.41,-0.4,-0.42,-0.5,127.56,125.09,92.74,65.8,37.74,16.92,13.85,34.26,32.96,8.96,8.42,5.84,4.21
2025-08-20 14:42:48.702,75.86,22.89,5.5,0.79,0.72,0.61,0.18,-0.16,-0.18,86.15,0.5,1.28,0.67,13.54,12.2,0.07,65.25,45.15,6.64,0.69,3.79,41.35,39.1,8.8,-0.34,-0.33,-0.32,-0.46,-0.46,127.97,106.75,94.37,69.9,37.33,17.53,14.25,32.22,29.69,9.2,8.62,6.17,4.33
2025-08-20 14:42:48.978,74.64,22.48,4.69,0.47,0.4,0.37,-0.14,-0.65,-0.67,83.29,-0.11,0.67,-0.76,12.88,11.63,-0.25,63.2,44.54,5.22,0.29,3.79,40.53,38.49,8.56,-0.46,-0.58,-0.44,-0.71,-0.7,125.13,108.38,93.15,67.03,37.94,17.33,13.44,33.04,33.99,8.72,8.3,5.59,4.08
2025-08-20 14:42:49.201,76.27,23.3,5.5,0.79,0.8,0.86,0.43,-0.08,-0.02,85.33,1.52,1.28,0.87,13.54,12.44,0.4,64.84,44.74,6.84,1.51,3.67,41.76,38.69,8.84,-0.3,-0.41,-0.4,-0.5,-0.54,125.53,109.61,93.96,69.08,39.16,18.35,14.05,33.45,30.3,9.45,8.87,6.17,4.41
2025-08-20 14:42:49.452,75.45,23.09,5.09,0.96,0.72,0.45,0.18,-0.16,-0.1,85.33,0.91,1.69,0.67,13.45,12.28,0.24,64.63,45.36,6.64,2.12,3.58,41.35,40.53,8.72,-0.38,-0.45,-0.32,-0.54,-0.54,125.53,112.46,93.15,66.62,39.16,17.12,14.86,33.24,30.1,9.45,8.78,5.92,4.21
2025-08-20 14:42:49.702,76.27,23.3,5.09,0.88,0.88,0.78,0.1,0.01,0.06,85.33,1.11,1.28,0.46,13.37,12.12,-0.01,65.04,45.97,6.84,2.12,3.93,41.76,40.33,8.8,-0.38,-0.29,-0.36,-0.5,-0.5,125.53,116.13,91.52,65.39,37.94,16.1,14.05,32.63,29.49,9.04,8.54,6.08,4.21
2025-08-20 14:42:49.951,76.68,23.09,5.29,1.04,0.8,0.7,0.35,-0.4,-0.1,86.15,1.32,1.69,0.46,13.13,12.04,0.4,65.86,45.77,7.25,1.92,3.79,41.56,40.12,8.6,-0.3,-0.37,-0.36,-0.5,-0.33,127.16,114.9,92.33,66.21,37.13,16.51,13.44,31.82,30.3,9.2,8.46,5.88,4.17
2025-08-20 14:42:50.208,76.27,22.89,5.09,0.88,0.64,0.7,0.18,-0.24,-0.34,84.51,0.7,1.28,0.05,12.8,11.79,0.24,63.61,44.54,6.03,0.69,3.77,40.53,38.9,8.4,-0.3,-0.45,-0.4,-0.58,-0.58,125.13,110.83,91.52,64.57,36.31,15.89,13.24,29.57,27.03,8.63,8.3,5.76,4.08
2025-08-20 14:42:50.460,76.27,23.09,4.48,0.47,0.48,0.37,-0.39,-0.89,-0.67,84.11,0.5,0.67,0.05,12.64,11.47,0.16,63.61,43.93,5.83,0.49,3.42,41.35,39.31,8.19,-0.42,-0.33,-0.36,-0.5,-0.62,123.51,113.68,89.48,64.57,35.9,16.51,12.42,29.16,26.62,8.55,8.26,5.72,4.04
2025-08-20 14:42:50.710,78.32,24.72,6.51,1.12,1.04,0.78,0.43,-0.16,-0.18,83.7,0.7,1.28,-0.35,12.31,11.47,-0.01,64.02,45.56,5.62,1.1,3.22,41.15,39.31,7.99,-0.42,-0.41,-0.44,-0.58,-0.54,124.72,114.09,92.33,65.8,37.33,16.71,12.83,30.59,28.67,8.63,8.26,5.92,4.17
2025-08-20 14:42:51.015,75.86,23.7,5.09,0.96,0.72,0.78,0.02,-0.65,-0.34,83.29,0.5,0.87,-0.15,11.91,10.73,-0.01,63.82,44.74,5.22,0.69,3.16,40.33,39.51,7.62,-0.46,-0.49,-0.52,-0.62,-0.82,124.32,110.83,90.29,64.98,35.7,16.1,12.63,32.63,29.28,8.63,8.17,5.92,4.04
2025-08-20 14:42:51.202,77.09,24.52,5.5,1.28,0.88,0.94,0.51,-0.32,-0.02,85.74,1.11,1.89,1.07,12.64,11.22,0.16,65.04,45.56,6.23,2.12,3.38,41.76,40.33,7.87,-0.18,-0.17,-0.2,-0.42,-0.33,124.72,109.2,91.93,66.62,36.11,16.71,13.44,34.26,28.46,8.63,8.17,6.04,4.25
2025-08-20 14:42:51.451,75.05,24.52,5.09,1.04,0.8,0.78,0.35,-0.24,0.06,85.33,1.32,1.69,0.46,12.31,11.47,0.32,64.84,45.36,6.84,1.71,3.34,41.15,40.12,7.79,-0.46,-0.37,-0.36,-0.5,-0.46,124.72,114.9,92.33,66.21,36.51,16.71,12.63,36.1,31.12,8.63,8.17,6.08,4.25
2025-08-20 14:42:51.701,76.68,24.11,5.9,1.04,0.8,0.7,0.18,0.01,-0.1,85.33,1.52,1.89,0.05,12.48,11.63,0.24,64.63,45.56,7.05,1.71,3.22,40.74,39.92,7.99,-0.34,-0.25,-0.32,-0.38,-0.54,124.72,118.98,92.33,66.62,35.29,15.69,12.63,33.65,28.06,8.63,8.26,6.04,4.17
2025-08-20 14:42:51.978,75.86,23.5,4.69,0.71,0.64,0.61,0.02,-0.65,-0.51,83.29,0.3,0.06,-0.56,12.15,11.14,-0.5,64.43,44.95,6.64,0.49,3.05,40.12,39.1,7.58,-0.54,-0.49,-0.56,-0.62,-0.74,122.7,115.72,88.66,62.53,34.89,15.28,12.01,31.82,29.08,8.63,8.17,5.84,4.08
2025-08-20 14:42:52.202,76.27,24.31,5.7,1.04,0.96,0.94,0.26,-0.16,-0.26,85.33,1.11,1.49,0.05,12.48,11.63,0.32,65.04,45.56,7.05,1.1,3.11,41.35,41.15,7.79,-0.46,-0.29,-0.36,-0.54,-0.7,124.72,110.01,92.33,67.03,36.31,16.51,12.63,31.82,30.71,8.88,8.42,6.0,4.25
2025-08-20 14:42:52.451,76.68,23.5,5.29,0.88,0.8,0.78,0.35,-0.24,-0.18,85.33,0.5,1.28,0.26,12.15,11.06,0.07,65.45,45.77,7.25,2.12,3.26,41.35,40.33,7.95,-0.22,-0.49,-0.36,-0.42,-0.58,125.13,125.5,91.11,66.21,36.51,16.1,12.22,30.18,28.67,8.31,8.13,5.88,4.04
2025-08-20 14:42:52.702,77.5,24.52,5.7,0.96,0.8,0.94,0.59,-0.08,-0.02,86.97,1.11,1.69,0.67,12.07,11.14,0.32,65.86,46.58,7.45,2.12,3.2,41.15,41.15,7.54,-0.22,-0.29,-0.28,-0.54,-0.46,126.34,115.31,95.19,67.44,38.75,17.33,12.63,31.82,28.67,8.31,8.05,5.88,4.17
2025-08-20 14:42:52.951,77.91,24.72,5.7,1.28,1.04,0.94,0.51,-0.08,-0.02,86.97,1.32,2.1,0.67,12.07,11.22,0.48,66.06,47.4,8.07,2.53,3.32,42.38,41.76,7.87,-0.22,-0.29,-0.24,-0.46,-0.37,125.13,116.94,94.78,69.49,38.96,20.39,13.24,31.82,29.49,8.23,7.89,5.8,4.04
2025-08-20 14:42:53.201,77.09,24.72,5.7,0.96,0.56,0.78,0.43,-0.24,-0.02,84.51,1.52,2.1,1.07,12.31,11.38,-0.01,64.84,45.77,7.66,1.31,3.07,41.56,40.94,7.54,-0.42,-0.29,-0.32,-0.5,-0.54,126.75,121.02,97.63,71.12,41.4,20.39,14.05,31.82,30.3,8.72,8.09,6.0,4.41
2025-08-20 14:42:53.452,75.86,24.31,5.5,0.88,0.56,0.53,0.1,-0.48,-0.1,84.92,0.7,1.28,0.26,12.15,11.06,0.07,64.84,45.36,6.64,1.31,3.36,40.94,40.12,7.75,-0.34,-0.49,-0.44,-0.42,-0.54,126.34,114.5,97.23,70.71,41.4,21.62,14.05,31.41,30.3,8.31,7.97,5.84,4.13
2025-08-20 14:42:53.701,76.68,24.72,4.89,0.88,0.8,0.78,0.35,-0.16,0.06,85.74,0.91,1.49,0.46,12.64,11.71,0.24,65.45,46.18,7.05,2.33,3.46,41.35,40.74,8.15,-0.22,-0.29,-0.28,-0.34,-0.46,127.16,126.72,97.23,71.12,42.62,22.85,14.46,33.86,30.71,8.8,8.26,5.84,4.13
2025-08-20 14:42:53.951,77.5,24.52,5.7,0.79,0.64,0.37,0.18,0.01,-0.1,85.74,0.7,1.28,0.67,13.13,11.71,0.24,65.04,46.79,8.07,2.33,3.77,41.76,38.49,8.6,-0.22,-0.21,-0.36,-0.5,-0.46,127.97,118.98,97.63,70.3,42.01,22.85,15.68,33.45,29.49,8.63,8.26,6.0,4.21
2025-08-20 14:42:54.202,77.5,24.11,5.7,0.79,0.4,0.61,0.26,-0.08,-0.1,86.15,0.91,1.49,0.67,13.29,12.2,0.32,65.45,46.18,7.66,2.12,4.36,41.56,40.12,8.88,-0.26,-0.29,-0.36,-0.46,-0.58,127.16,126.72,96.41,72.35,42.83,22.44,16.29,34.26,28.67,8.8,8.17,5.84,4.08
2025-08-20 14:42:54.451,76.27,23.7,5.09,0.88,0.72,0.7,0.26,-0.16,-0.18,85.33,0.7,0.87,-0.35,14.02,13.09,-0.01,66.47,46.58,7.66,1.51,4.44,40.94,39.92,9.25,-0.42,-0.41,-0.48,-0.5,-0.54,127.97,120.61,97.63,70.71,43.03,22.44,16.9,34.26,31.33,9.29,8.7,6.17,4.41
2025-08-20 14:42:54.701,76.27,23.5,5.09,0.96,0.8,0.86,0.18,-0.24,0.06,86.97,0.91,1.49,0.26,14.51,13.17,0.32,66.27,46.99,7.86,1.71,5.05,41.35,39.31,10.06,-0.34,-0.33,-0.36,-0.5,-0.5,128.78,120.2,97.23,71.53,41.81,21.62,16.49,33.24,32.35,9.04,8.54,6.08,4.21
2025-08-20 14:42:54.985,76.27,23.5,4.28,0.55,0.23,0.04,-0.14,-0.65,-0.43,83.7,-0.32,0.47,-0.96,14.6,13.17,-0.09,64.22,45.15,6.84,0.69,5.17,40.12,38.69,10.14,-0.58,-0.58,-0.6,-0.71,-0.7,127.16,116.94,95.6,69.49,40.99,20.6,16.08,32.02,28.26,8.96,8.46,5.8,4.04
2025-08-20 14:42:55.201,76.68,23.91,5.5,0.79,0.56,0.45,0.18,0.01,-0.02,86.97,1.32,1.49,0.05,15.25,13.66,0.24,65.86,46.38,7.66,1.71,5.6,41.56,39.1,10.8,-0.46,-0.17,-0.28,-0.38,-0.42,127.97,118.57,97.23,71.53,40.18,21.21,17.3,33.24,30.51,9.2,8.62,6.0,4.25
2025-08-20 14:42:55.452,75.86,23.7,4.69,0.39,0.56,0.61,0.1,-0.24,-0.18,86.97,0.7,0.87,0.26,15.57,13.66,0.24,65.65,46.18,7.45,1.1,5.7,40.33,39.72,11.08,-0.3,-0.29,-0.32,-0.54,-0.46,127.97,125.09,97.23,70.71,41.4,20.6,17.3,34.06,29.9,9.69,8.58,5.92,4.13
2025-08-20 14:42:55.702,77.09,24.72,4.89,0.55,0.48,0.53,0.26,-0.08,-0.1,86.15,0.09,1.08,1.07,15.82,13.99,0.24,66.47,46.38,7.86,1.71,5.46,40.94,38.28,11.2,-0.5,-0.37,-0.36,-0.46,-0.62,128.37,118.98,96.0,71.12,41.4,20.8,17.1,35.08,33.58,10.18,9.11,6.04,4.33
2025-08-20 14:42:55.951,78.32,23.91,4.69,0.71,0.64,0.7,0.26,-0.16,-0.02,86.97,1.11,1.49,0.67,15.66,13.99,0.24,65.86,46.38,7.45,1.51,5.19,41.35,40.94,11.16,-0.26,-0.33,-0.32,-0.54,-0.66,127.97,116.13,96.82,69.49,41.81,21.01,16.69,33.04,31.74,10.18,9.27,6.04,4.25
2025-08-20 14:42:56.210,76.68,23.3,5.09,0.71,0.31,0.37,0.02,-0.24,-0.34,84.92,0.3,0.67,-0.15,15.17,13.26,-0.09,63.82,44.74,6.44,-0.12,5.07,39.92,39.1,10.96,-0.54,-0.66,-0.56,-0.62,-0.82,124.72,112.05,93.96,68.26,39.77,19.57,15.27,30.8,30.71,9.86,9.07,5.72,4.04
2025-08-20 14:42:56.460,73.41,22.89,4.69,0.63,0.31,0.13,-0.06,-0.65,-0.51,84.11,0.3,0.67,0.26,14.76,13.01,0.07,64.84,45.56,7.66,1.71,4.97,41.15,38.9,10.63,-0.34,-0.45,-0.44,-0.54,-0.7,125.13,118.16,94.37,67.03,39.77,19.37,15.27,33.04,30.92,9.37,8.78,5.72,4.0
2025-08-20 14:42:56.710,75.86,23.5,5.29,0.63,0.4,0.61,-0.06,-0.48,-0.26,84.92,0.5,0.26,0.46,14.84,13.01,0.07,64.84,45.56,7.25,1.1,4.91,40.74,39.31,10.35,-0.46,-0.41,-0.44,-0.38,-0.54,126.75,116.94,95.6,68.67,40.38,19.78,15.47,34.88,29.28,9.61,8.78,5.76,4.25
2025-08-20 14:42:57.025,75.86,23.09,4.69,0.63,0.4,0.45,-0.06,-0.24,-0.26,86.15,0.7,1.28,0.67,14.84,13.09,0.81,65.65,46.99,8.07,3.75,5.13,41.97,39.31,10.63,-0.14,0.04,-0.07,-0.14,-0.25,130.4,123.05,100.08,71.94,42.62,22.85,17.1,37.33,32.76,9.77,8.87,6.21,4.41
2025-08-20 14:42:57.201,75.86,23.09,4.89,0.96,0.88,0.78,0.43,0.01,0.06,85.74,0.91,1.69,0.67,14.84,13.17,0.4,65.04,45.97,6.44,1.71,4.91,41.15,40.12,10.27,-0.46,-0.37,-0.32,-0.58,-0.54,126.75,120.61,96.82,69.08,42.01,22.03,16.08,37.53,33.37,9.45,8.87,5.84,4.21
2025-08-20 14:42:57.452,75.86,23.09,5.7,1.28,1.13,0.94,0.35,-0.24,0.06,86.97,1.32,1.08,0.46,14.68,12.93,0.07,66.06,45.97,7.25,1.1,4.91,40.94,39.1,10.14,-0.18,-0.37,-0.32,-0.5,-0.42,126.75,122.65,98.04,70.71,43.23,21.62,15.68,36.31,31.74,9.45,8.62,5.96,4.25
2025-08-20 14:42:57.702,75.05,23.5,5.7,1.2,0.96,1.1,0.51,-0.16,0.06,85.74,0.7,1.28,0.67,14.68,13.34,0.4,65.86,46.38,7.86,2.12,4.95,41.56,41.96,10.19,-0.26,-0.25,-0.32,-0.42,-0.46,127.97,124.68,97.23,71.12,43.85,22.03,16.08,35.9,31.94,9.29,8.66,5.96,4.08
2025-08-20 14:42:57.951,77.5,24.11,6.11,1.2,1.21,1.19,0.51,0.09,-0.18,87.37,1.73,1.69,-0.15,14.76,13.34,0.24,66.47,48.01,9.08,1.92,5.05,41.97,41.35,10.23,-0.18,-0.17,-0.2,-0.46,-0.42,127.97,125.09,97.63,71.94,42.62,21.41,16.08,35.08,30.51,9.29,8.58,5.8,4.21
2025-08-20 14:42:58.202,76.68,23.7,5.9,1.2,0.8,1.02,0.51,0.01,-0.26,87.37,1.52,2.1,0.67,15.08,13.99,0.24,67.29,47.61,8.07,1.92,5.24,41.15,40.94,10.35,-0.46,-0.37,-0.36,-0.46,-0.46,127.16,112.87,96.82,70.3,41.4,21.01,16.69,36.1,35.21,9.37,8.78,5.88,4.25
2025-08-20 14:42:58.452,76.27,24.31,5.5,0.96,1.04,0.94,0.43,-0.24,-0.02,86.56,0.7,1.69,0.67,15.25,14.07,0.16,66.06,46.38,7.45,1.92,5.34,41.56,41.76,10.8,-0.3,-0.37,-0.36,-0.42,-0.5,126.34,118.57,96.41,68.26,40.18,19.57,17.1,33.65,29.08,9.69,8.78,5.92,4.25
2025-08-20 14:42:58.701,76.68,24.11,6.11,1.12,0.88,0.86,0.26,-0.24,-0.02,85.74,1.32,1.69,0.05,15.41,14.48,0.24,65.86,45.97,8.07,1.71,5.44,41.76,40.94,11.0,-0.3,-0.33,-0.28,-0.42,-0.5,126.34,108.79,94.78,68.26,39.37,19.98,17.3,32.63,27.65,9.53,8.91,6.0,4.13
2025-08-20 14:42:58.978,75.45,23.91,5.29,0.71,0.48,0.61,-0.06,-0.48,-0.51,84.51,-0.11,0.26,-0.76,15.25,13.99,-0.17,64.22,45.15,5.83,0.9,5.15,40.74,38.49,11.12,-0.71,-0.62,-0.6,-0.67,-0.7,125.13,112.46,93.56,67.44,39.57,19.57,15.88,29.37,26.83,9.77,8.95,5.59,3.88
2025-08-20 14:42:59.202,78.32,25.13,6.72,1.44,1.29,1.27,0.59,0.01,0.06,86.15,1.52,1.69,0.26,15.66,14.39,0.16,65.86,47.2,7.86,2.12,5.15,41.97,39.31,11.2,-0.34,-0.41,-0.32,-0.42,-0.54,126.75,119.79,96.82,69.9,41.81,20.6,16.9,29.16,26.01,9.94,9.19,5.84,4.37
2025-08-20 14:42:59.451,76.27,24.11,6.31,1.36,1.21,1.02,0.51,-0.08,-0.1,86.15,1.32,1.69,0.26,15.41,13.82,-0.01,66.47,46.58,8.27,2.33,5.15,41.97,39.72,11.08,-0.3,-0.33,-0.36,-0.5,-0.5,126.75,116.13,95.6,69.49,40.79,19.98,15.88,29.78,27.24,9.94,9.03,5.72,4.17
2025-08-20 14:42:59.702,77.5,24.31,6.51,1.28,1.13,0.86,0.43,-0.4,-0.1,86.56,1.52,1.89,0.46,14.92,13.66,0.16,66.47,46.58,8.07,1.92,4.97,41.76,41.15,10.67,-0.42,-0.17,-0.36,-0.54,-0.46,126.75,116.53,95.6,67.44,39.77,20.19,15.88,31.41,28.46,9.69,9.07,6.0,4.29
2025-08-20 14:42:59.951,77.5,24.72,5.7,1.04,1.13,0.94,0.35,-0.24,-0.02,86.97,1.32,1.49,0.67,14.92,12.93,0.32,65.86,46.99,8.27,2.53,4.97,41.56,39.72,10.19,-0.34,-0.25,-0.28,-0.38,-0.42,125.94,123.87,93.96,67.85,39.16,18.55,15.47,32.22,27.44,9.29,8.87,5.84,4.25
2025-08-20 14:43:00.201,76.27,24.72,6.31,1.28,0.96,0.78,0.26,0.01,-0.1,87.78,1.93,1.28,0.67,14.6,12.85,0.32,65.86,46.38,7.86,1.92,4.85,41.35,40.12,9.86,-0.3,-0.33,-0.28,-0.54,-0.5,126.34,108.79,94.37,67.03,38.75,18.14,14.86,32.63,29.69,9.04,8.62,6.08,4.13
2025-08-20 14:43:00.452,75.05,24.11,6.11,0.96,0.64,0.61,0.26,-0.24,-0.18,86.15,0.5,1.08,0.05,14.19,12.69,0.16,65.65,45.77,6.84,1.31,4.6,41.76,39.92,9.7,-0.38,-0.37,-0.4,-0.54,-0.62,125.13,110.42,93.56,66.62,38.14,18.35,15.27,34.88,29.49,9.12,8.7,5.92,4.13
2025-08-20 14:43:00.701,77.5,24.11,5.7,1.04,0.8,0.7,0.35,-0.16,-0.02,86.97,0.91,1.49,0.46,14.02,12.77,0.16,65.25,45.97,6.44,1.1,4.44,42.58,39.31,9.58,-0.42,-0.33,-0.4,-0.42,-0.5,124.32,109.61,93.56,67.44,38.14,17.53,14.66,33.65,30.51,9.37,8.78,5.92,4.25
2025-08-20 14:43:00.951,75.86,24.31,6.51,1.04,0.88,0.7,0.35,-0.24,0.14,86.56,1.11,1.49,0.46,14.11,12.77,0.32,64.84,45.97,6.84,1.1,4.42,41.76,39.92,9.62,-0.46,-0.33,-0.4,-0.5,-0.46,123.51,112.46,93.56,67.85,38.75,17.94,14.66,35.29,30.92,9.12,8.7,5.92,4.17
2025-08-20 14:43:01.202,77.09,24.31,5.9,0.88,0.64,0.78,0.18,0.09,0.14,86.56,1.32,1.69,0.26,13.94,12.93,0.07,65.25,44.74,6.44,1.92,4.13,41.35,40.12,9.33,-0.3,-0.45,-0.36,-0.58,-0.42,123.91,114.9,93.96,67.85,39.16,18.14,14.66,35.69,30.1,9.45,8.58,5.96,4.25
2025-08-20 14:43:01.451,77.5,24.11,5.9,0.96,0.4,0.7,0.18,-0.24,-0.26,85.33,1.11,1.49,0.87,13.86,12.77,0.32,66.06,45.77,6.44,1.51,4.24,41.35,40.74,9.41,-0.38,-0.37,-0.4,-0.5,-0.5,124.32,111.24,92.33,67.85,37.53,17.73,14.66,36.1,31.33,9.2,8.66,6.04,4.17
