measuring point,CON_L1,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,SEG1,GF3,GF4,CONV1,RIS10,RIS11,CONV2,SEG2,SEG3,SEG4,SEG5,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,CON_R1,CON_R2,RIS1,RIS2,RIS3,RIS4,RIS5,ULS1,ULS2,RIS12,RIS13,ZR1,ZR2,gm1,gm2
sensor number,1,3,4,6,7,8,9,10,11,13,15,16,17,21,22,23,25,26,27,28,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,48,49,50,51,52,53,101,102
sensor range,500,250,250,100,100,100,100,100,100,500,250,250,250,100,100,100,250,250,250,250,25,250,250,50,50,50,50,50,50,500,500,500,500,250,250,250,250,250,100,50,50,50,1,1
sensor height,-0.187,-0.046,0.033,0.233,0.349,0.449,0.599,0.749,0.899,-0.245,0.083,0.131,0.178,0.601,1.101,0.478,-0.205,-0.165,-0.084,-0.023,nan,0.628,0.628,nan,0.999,1.295,1.488,1.154,1.592,-0.35,-0.35,-0.29,-0.225,-0.16,-0.128,-0.03,1.056,1.056,1.637,1.735,1.401,1.839,0.0,0.0
2025-09-11 18:02:32.967,79.54,28.59,12.21,2.66,2.34,2.25,1.81,1.15,1.03,87.37,1.93,1.69,-0.35,15.25,13.42,-0.25,66.06,46.79,8.47,1.92,5.42,40.12,39.31,10.23,0.59,0.61,0.62,0.56,0.56,126.75,108.79,91.93,66.21,37.74,18.35,15.27,32.43,27.85,9.77,8.91,6.21,4.7,62.25,124.75
2025-09-11 18:02:33.220,76.27,27.98,11.8,2.74,2.42,2.82,2.22,1.72,1.52,87.37,1.32,2.1,0.05,14.76,13.09,-0.5,65.65,46.38,8.07,0.08,5.26,40.74,40.12,9.82,0.59,0.49,0.54,0.51,0.52,126.34,112.46,90.29,64.57,38.35,18.14,14.86,33.86,30.3,9.2,8.74,6.17,4.74,62.25,124.75
2025-09-11 18:02:33.470,77.09,25.74,9.56,1.52,1.21,1.27,0.83,0.58,0.71,84.92,0.91,1.28,-0.76,15.17,13.09,-0.25,65.65,46.58,8.88,1.31,5.28,41.56,38.69,9.9,0.63,0.65,0.7,0.51,0.52,125.53,105.12,91.93,65.8,38.35,18.76,14.86,32.63,30.71,9.29,8.78,6.13,4.66,62.25,124.75
2025-09-11 18:02:33.771,78.32,26.15,9.36,1.44,1.04,1.02,0.92,0.5,0.63,84.92,0.7,1.69,-0.56,14.35,12.6,-0.01,66.06,46.58,8.68,1.71,5.03,42.17,40.12,9.7,0.84,0.98,0.99,0.88,0.97,128.37,117.76,95.6,70.71,41.4,20.8,16.69,33.86,29.49,9.53,8.99,6.33,4.9,62.25,124.75
2025-09-11 18:02:33.962,77.91,26.55,9.56,1.44,1.21,1.35,0.92,0.74,0.79,86.97,1.73,2.1,0.26,14.11,12.6,-0.17,66.68,47.2,9.69,2.12,4.85,41.35,39.51,9.45,0.76,0.85,0.74,0.56,0.69,127.56,107.57,93.96,68.67,40.18,19.98,15.68,34.26,27.85,9.37,8.74,6.08,4.78,62.25,124.75
2025-09-11 18:02:34.212,77.5,26.15,9.97,1.61,1.61,1.68,1.24,1.15,1.11,87.78,1.93,2.3,0.26,14.19,12.69,0.16,66.88,47.81,9.29,1.92,4.58,41.15,41.56,9.13,0.96,1.02,0.91,0.72,0.77,127.97,116.94,94.78,67.03,40.38,20.8,14.86,32.84,31.74,9.37,8.78,6.17,4.86,62.25,124.75
2025-09-11 18:02:34.462,77.5,26.35,9.97,1.77,1.61,1.59,1.32,0.99,1.03,88.19,1.93,2.71,0.46,13.94,12.2,0.32,67.29,48.42,9.29,2.33,4.28,41.35,42.17,8.88,0.96,0.85,0.87,0.8,0.77,128.78,121.42,93.56,68.67,39.77,19.78,15.27,33.24,30.1,9.04,8.7,6.13,4.82,62.25,124.75
2025-09-11 18:02:34.758,77.5,26.55,9.56,1.61,1.45,1.27,1.16,0.99,1.03,86.97,1.93,2.1,-0.35,13.45,11.87,0.07,66.06,46.99,8.47,1.1,4.24,40.33,40.12,8.19,0.63,0.57,0.5,0.51,0.48,125.53,113.27,89.48,62.12,36.51,16.92,12.63,31.2,29.08,8.31,8.21,5.92,4.58,62.25,124.75
2025-09-11 18:02:34.962,79.95,27.37,9.97,1.69,1.77,1.92,1.49,1.15,1.2,87.78,1.32,2.51,0.67,13.54,11.87,0.32,66.47,48.22,9.49,1.51,4.34,41.35,42.17,8.36,0.84,0.85,0.87,0.72,0.81,127.16,114.5,92.74,64.57,37.13,16.71,14.05,33.04,29.49,8.72,8.42,6.37,4.78,62.25,124.75
2025-09-11 18:02:35.212,79.95,26.96,9.56,2.09,1.94,1.92,1.65,1.15,1.03,88.6,1.93,2.91,0.46,13.37,11.71,-0.01,67.49,47.81,9.29,1.92,4.46,41.56,40.74,8.4,0.92,0.9,0.91,0.76,0.69,127.56,114.09,90.29,64.98,36.72,17.12,13.85,33.24,27.85,8.39,8.17,6.08,4.74,62.25,124.75
2025-09-11 18:02:35.462,78.73,26.55,8.95,1.85,1.69,1.84,1.49,1.07,1.11,88.6,1.73,2.51,0.87,13.37,11.71,0.32,66.68,48.22,9.29,2.94,4.77,41.35,40.94,8.48,1.0,0.98,0.91,0.84,0.89,128.37,111.64,90.7,65.39,36.72,17.53,14.25,34.47,29.08,8.15,8.13,6.13,4.66,62.25,124.75
2025-09-11 18:02:35.711,77.09,26.76,9.97,2.09,1.77,1.68,1.57,1.15,1.2,88.19,2.34,2.91,0.67,13.62,12.04,0.4,67.9,48.63,10.71,2.53,4.79,41.97,42.37,8.8,0.92,0.98,0.95,0.8,0.77,126.75,121.83,90.7,65.39,38.35,17.53,15.07,33.65,29.28,8.47,8.34,6.13,4.66,62.25,124.75
2025-09-11 18:02:35.962,77.91,26.96,9.97,1.85,1.69,1.68,1.16,1.15,1.28,87.78,2.54,3.12,0.67,14.02,12.44,-0.01,67.09,48.01,9.69,2.12,4.44,41.97,42.17,8.76,0.96,0.98,0.87,0.8,0.85,127.16,112.46,91.93,67.44,37.74,17.94,15.07,32.63,30.3,9.12,8.7,6.13,4.82,62.25,124.75
2025-09-11 18:02:36.212,78.32,26.76,10.58,2.01,1.94,1.84,1.4,1.15,1.11,88.19,2.13,2.71,1.07,13.78,12.2,0.07,67.29,48.22,9.49,2.53,4.11,41.76,41.96,8.68,0.96,0.98,0.91,0.88,0.77,127.97,118.98,91.93,64.98,38.55,17.33,13.85,32.43,28.67,8.88,8.66,6.17,4.7,62.25,124.75
2025-09-11 18:02:36.461,77.91,26.76,10.17,1.69,1.61,1.76,1.49,1.07,1.03,87.37,1.93,2.91,0.46,13.37,11.95,0.07,67.09,48.01,9.49,2.94,3.75,41.56,40.33,8.19,0.88,0.85,0.87,0.8,0.81,127.16,109.2,90.29,65.8,37.13,16.71,13.85,33.24,28.46,9.37,8.87,6.37,4.98,62.25,124.75
2025-09-11 18:02:36.894,77.5,26.35,9.97,1.52,1.45,1.51,1.16,0.74,0.79,84.92,1.11,1.69,-0.56,12.64,11.55,0.07,66.47,45.97,8.68,1.92,3.67,40.94,39.92,7.79,0.84,0.77,0.74,0.56,0.6,126.34,108.79,87.85,64.98,34.89,14.87,12.22,32.63,28.67,8.23,8.17,5.88,4.45,62.25,124.75
2025-09-11 18:02:37.020,76.27,26.15,9.36,1.2,1.04,1.27,0.83,0.74,0.63,84.11,0.5,1.28,-0.76,12.15,10.73,-0.17,65.04,45.97,7.45,1.1,3.46,39.92,40.53,7.46,0.63,0.77,0.78,0.72,0.77,128.37,106.75,92.33,66.62,36.31,16.3,14.66,34.88,29.49,8.63,8.34,6.33,4.78,62.25,124.75
2025-09-11 18:02:37.211,77.09,26.55,10.17,1.93,1.61,1.43,1.49,1.15,1.03,86.15,1.93,2.51,0.67,12.56,11.38,0.4,65.86,47.4,7.86,1.71,3.46,41.56,40.94,7.38,0.96,0.77,0.87,0.76,0.85,126.34,107.57,91.93,67.44,37.13,17.33,12.63,35.49,30.71,8.72,8.42,6.25,4.78,62.25,124.75
2025-09-11 18:02:37.462,77.09,26.55,10.17,1.69,1.69,1.68,1.32,0.99,1.03,86.15,2.34,2.3,0.87,12.39,11.38,0.32,65.86,46.58,8.07,2.12,3.28,41.56,39.72,7.34,0.84,0.77,0.87,0.88,0.85,125.94,112.05,93.96,69.08,38.75,19.98,12.63,34.26,30.92,8.8,8.34,6.25,4.7,62.25,124.75
2025-09-11 18:02:37.712,78.32,26.35,10.38,1.77,1.53,1.76,1.32,0.99,0.87,85.74,2.13,2.1,0.46,12.48,11.3,0.24,65.65,46.99,8.27,2.53,3.14,41.35,38.69,7.26,0.92,0.9,0.99,0.84,0.89,125.94,112.46,95.6,68.26,39.57,20.39,13.64,32.43,28.87,8.8,8.5,6.41,4.86,62.25,124.75
2025-09-11 18:02:37.961,77.91,26.96,10.38,1.77,1.77,1.59,1.32,0.99,1.03,85.74,2.34,2.71,0.46,12.23,10.9,0.24,65.86,46.38,8.27,2.12,3.36,41.56,41.96,7.3,0.84,0.85,0.87,0.72,0.85,126.34,118.98,95.19,69.9,40.59,18.96,14.05,32.84,32.96,8.72,8.05,6.25,4.74,62.25,124.75
2025-09-11 18:02:38.212,78.32,27.16,10.78,2.09,1.69,1.84,1.32,1.15,0.79,86.15,2.13,2.91,0.67,12.56,11.14,0.32,65.86,47.61,8.68,2.73,3.5,41.76,40.33,7.42,1.04,0.81,0.87,0.8,0.85,125.53,115.72,93.96,68.26,39.16,18.55,14.66,31.82,32.14,8.55,8.21,6.25,4.9,62.25,124.75
2025-09-11 18:02:38.462,78.73,26.76,10.38,2.01,1.86,1.43,1.49,0.99,0.95,85.33,2.13,2.91,1.07,12.96,11.3,0.4,65.86,46.58,8.68,2.33,3.91,41.35,40.33,7.83,0.88,0.81,0.91,0.88,0.85,126.34,114.5,93.56,68.67,38.55,18.76,14.66,31.2,30.3,8.47,8.05,6.25,4.74,62.25,124.75
2025-09-11 18:02:38.711,79.54,27.78,9.36,1.44,1.69,1.76,1.24,1.07,1.2,86.97,1.93,2.71,0.67,13.37,11.63,0.24,65.86,46.79,9.49,1.92,4.42,41.56,40.33,8.19,0.8,0.73,0.91,0.88,0.81,125.94,122.24,94.37,68.67,40.18,19.98,15.27,32.43,29.28,8.39,8.05,6.13,4.82,62.25,124.75
2025-09-11 18:02:38.962,77.09,27.78,9.97,1.52,1.37,1.51,1.32,0.9,1.03,85.74,1.93,2.51,0.46,13.78,11.79,0.07,66.47,47.4,8.88,2.73,4.66,41.56,38.49,8.56,0.8,0.77,0.82,0.84,0.69,126.34,121.42,94.37,68.26,39.98,20.19,15.68,33.65,35.21,8.88,8.34,6.41,4.9,62.25,124.75
2025-09-11 18:02:39.212,75.86,25.94,8.95,1.2,1.04,1.43,1.0,0.74,0.87,85.33,1.11,1.89,0.46,13.7,12.12,0.07,66.47,47.2,9.29,1.71,4.64,40.74,38.28,9.05,0.8,0.73,0.7,0.68,0.69,125.53,127.94,93.15,67.85,38.14,19.57,15.07,34.47,32.76,8.8,8.34,6.21,4.78,62.25,124.75
2025-09-11 18:02:39.461,76.27,26.76,9.56,1.44,1.45,1.51,1.24,0.9,1.03,87.78,1.52,2.3,0.67,14.27,12.77,0.32,66.68,47.81,9.08,1.92,4.54,41.15,38.69,8.8,0.96,0.81,0.78,0.68,0.77,126.75,112.87,94.37,69.49,39.57,18.96,15.07,34.67,33.58,9.29,8.66,6.41,4.86,62.25,124.75
2025-09-11 18:02:39.711,76.68,26.76,9.97,1.61,1.21,1.59,1.24,1.07,1.28,86.97,1.11,2.1,-0.15,14.02,12.69,0.16,65.86,47.4,9.9,2.33,4.5,41.76,39.31,9.01,0.92,0.77,0.87,0.72,0.77,126.34,115.72,93.56,67.44,40.18,19.57,15.07,35.49,30.71,9.29,8.62,6.29,4.78,62.25,124.75
2025-09-11 18:02:39.962,75.45,26.35,9.56,1.52,1.53,1.51,1.24,1.15,1.11,86.56,1.73,2.71,0.87,14.02,12.52,0.16,66.06,46.99,8.27,2.53,4.42,41.15,39.51,8.84,0.92,0.94,0.87,0.84,0.85,126.34,114.09,93.96,67.03,39.37,19.57,15.27,34.06,27.85,9.53,8.62,6.33,4.78,62.25,124.75
2025-09-11 18:02:40.212,76.27,25.33,8.75,1.36,1.13,1.43,1.08,0.9,0.87,86.97,1.32,1.69,0.05,13.86,12.52,0.16,65.86,47.2,8.47,2.12,4.4,40.94,38.28,8.84,0.84,0.73,0.74,0.88,0.69,125.94,117.35,94.78,67.03,39.57,19.17,14.46,33.86,29.69,9.12,8.42,6.17,4.78,62.25,124.75
2025-09-11 18:02:40.461,75.45,25.13,8.55,1.52,1.37,1.43,1.08,0.82,0.87,85.33,1.11,1.49,0.05,13.86,12.52,0.16,65.86,47.2,8.07,1.71,4.6,41.15,38.28,8.88,0.88,0.81,0.82,0.76,0.73,126.75,117.76,92.33,66.62,38.35,19.78,15.07,32.84,27.85,8.96,8.34,6.13,4.82,62.25,124.75
2025-09-11 18:02:40.712,77.5,25.94,9.36,1.77,1.69,1.76,1.0,0.9,0.87,83.7,1.73,1.89,-0.15,13.78,12.28,-0.09,65.25,46.79,7.25,1.31,4.62,39.92,40.33,8.88,0.72,0.77,0.74,0.6,0.69,124.32,119.39,93.15,69.49,39.98,20.8,14.25,31.41,29.28,8.72,8.42,6.04,4.78,62.25,124.75
2025-09-11 18:02:40.962,77.5,26.15,9.36,2.01,1.94,2.0,1.57,0.9,0.87,86.56,2.54,2.91,0.46,14.02,12.44,0.32,66.68,48.01,8.47,1.92,4.69,40.94,39.31,9.01,0.92,0.9,0.91,0.88,0.69,125.94,117.35,97.23,69.08,40.99,21.82,15.47,28.76,27.24,8.96,8.54,6.33,4.78,62.25,124.75
2025-09-11 18:02:41.211,76.68,25.94,9.56,1.69,1.53,1.59,1.32,0.82,0.87,85.33,1.93,2.1,0.26,13.94,12.2,-0.17,66.06,46.79,7.66,1.92,4.64,41.35,40.53,8.8,0.84,0.9,0.78,0.76,0.56,124.32,118.98,96.0,70.3,42.01,22.23,15.47,31.2,29.49,8.88,8.54,6.25,4.82,62.25,124.75
2025-09-11 18:02:41.462,76.27,26.35,10.17,2.26,1.77,1.51,1.49,1.07,0.87,87.37,2.13,2.91,0.67,14.02,12.36,0.32,68.31,48.01,8.27,2.33,4.83,40.94,39.92,9.29,1.0,1.02,0.95,0.92,0.93,126.75,119.79,96.82,70.3,42.42,21.41,16.08,30.18,25.4,8.96,8.42,6.08,4.7,62.25,124.75
2025-09-11 18:02:41.712,76.68,26.96,10.17,2.01,1.77,1.76,1.4,0.99,0.71,86.97,1.73,2.51,0.46,14.11,12.85,0.07,66.06,48.22,8.88,2.94,4.95,40.74,40.12,9.37,0.8,0.85,0.87,0.8,0.77,125.13,116.53,93.96,69.49,39.98,21.62,16.08,29.37,24.58,9.04,8.58,6.08,4.74,62.25,124.75
2025-09-11 18:02:41.961,78.73,27.16,9.97,2.01,1.86,1.76,1.49,1.15,1.11,87.37,2.34,2.51,0.67,14.35,12.69,0.16,66.27,46.79,8.68,2.73,5.32,41.15,40.33,9.62,0.84,0.81,0.74,0.76,0.73,125.94,120.2,95.6,69.9,39.57,20.19,16.49,29.78,25.81,8.96,8.5,6.04,4.78,62.25,124.75
2025-09-11 18:02:42.212,77.91,26.35,9.36,1.93,1.94,1.59,1.24,0.82,0.55,86.97,1.93,2.3,0.05,14.84,12.93,0.48,67.49,47.2,9.49,2.94,5.4,41.35,40.94,9.74,0.88,0.69,0.87,0.76,0.69,125.94,117.76,94.37,67.03,38.96,19.37,15.47,29.78,26.83,8.96,8.58,6.13,4.62,62.25,124.75
2025-09-11 18:02:42.462,78.73,26.76,10.38,2.34,2.02,2.0,1.49,0.9,1.03,87.78,2.13,2.71,0.46,14.84,12.69,0.07,67.09,48.42,9.08,2.53,5.5,41.15,39.72,9.94,0.96,0.77,0.82,0.64,0.81,125.94,127.13,93.96,66.62,39.37,19.57,15.68,30.18,25.81,8.88,8.42,6.17,4.74,62.25,124.75
2025-09-11 18:02:42.712,78.32,27.16,10.99,2.26,2.18,1.92,1.57,1.31,1.2,89.01,2.54,3.12,0.67,14.84,12.77,0.24,67.49,49.24,8.47,3.14,5.46,41.15,40.12,9.78,0.84,0.85,0.87,0.68,0.77,127.16,112.05,93.15,67.03,38.35,18.76,15.47,31.2,27.85,8.96,8.46,6.25,4.78,62.25,124.75
2025-09-11 18:02:42.961,76.27,25.13,8.95,1.28,1.21,1.19,0.83,0.74,0.71,86.56,0.5,1.28,-0.15,14.35,12.6,0.07,65.45,47.81,7.86,1.51,5.3,40.74,38.49,9.45,0.68,0.81,0.74,0.8,0.69,126.34,112.87,92.33,65.8,38.75,18.96,14.86,31.61,30.92,8.63,8.46,6.21,4.74,62.25,124.75
2025-09-11 18:02:43.212,77.5,26.55,10.17,1.52,1.21,1.27,1.0,0.9,0.79,86.15,1.32,1.69,0.05,14.19,12.6,-0.01,66.06,47.2,8.27,1.71,5.07,40.74,38.9,9.37,0.8,0.81,0.78,0.76,0.73,125.94,116.13,92.74,67.44,38.14,19.37,15.07,31.41,27.44,8.8,8.42,6.08,4.7,62.25,124.75
2025-09-11 18:02:43.462,77.91,27.78,10.99,1.85,1.86,1.84,1.57,1.39,1.52,89.83,2.13,2.71,1.28,14.27,12.77,0.32,66.27,46.79,8.68,2.53,4.87,41.56,39.72,9.13,1.04,1.02,0.99,1.04,0.89,126.34,111.24,95.6,70.71,41.2,21.21,15.07,32.02,27.24,9.2,8.54,6.29,4.86,62.25,124.75
2025-09-11 18:02:43.712,78.32,26.15,8.95,1.44,1.21,1.43,1.16,1.07,1.11,84.92,1.52,2.3,0.67,13.62,12.52,0.07,66.88,47.4,8.68,1.31,4.62,40.53,39.92,8.97,0.96,0.94,0.95,0.8,0.77,124.72,117.35,95.19,70.71,41.2,22.23,15.27,29.57,26.62,8.96,8.42,6.17,4.78,62.25,124.75
2025-09-11 18:02:43.968,77.91,26.15,9.97,1.52,1.45,1.59,1.08,0.58,0.87,87.37,0.91,1.89,0.26,13.7,12.2,-0.01,66.47,47.61,8.27,1.1,4.69,39.92,38.28,8.92,0.76,0.73,0.74,0.68,0.64,123.51,116.53,94.78,69.49,40.59,21.82,14.66,29.98,27.85,8.96,8.5,6.13,4.82,62.25,124.75
2025-09-11 18:02:44.220,77.91,25.74,8.34,1.28,1.29,1.02,0.75,0.82,0.87,86.15,1.52,1.49,-0.15,13.78,12.28,0.07,66.06,47.2,8.07,1.51,4.93,40.33,39.31,9.01,0.84,0.69,0.74,0.68,0.6,125.53,111.24,94.78,68.26,40.79,20.19,15.27,32.84,29.69,8.8,8.46,6.17,4.9,62.25,124.75
2025-09-11 18:02:44.468,77.91,25.94,9.36,1.36,1.21,1.27,1.16,0.99,0.79,87.78,1.32,2.1,0.46,13.94,11.95,0.16,65.86,47.2,7.86,0.69,5.03,40.53,40.33,9.01,0.72,0.53,0.66,0.47,0.6,124.72,117.35,92.74,67.03,38.55,18.96,15.07,33.65,30.92,8.55,8.38,6.29,4.78,62.25,124.75
2025-09-11 18:02:44.788,81.18,27.98,11.39,1.77,1.69,1.51,1.4,1.23,1.28,87.37,2.13,2.51,0.46,14.51,12.52,0.32,66.47,47.2,8.27,2.33,5.19,41.56,39.72,9.33,0.88,0.85,0.82,0.76,0.77,124.32,108.79,95.19,69.9,40.18,21.41,15.88,33.65,29.9,8.55,8.38,6.17,4.82,62.25,124.75
2025-09-11 18:02:44.961,76.27,26.55,9.56,1.36,1.13,1.35,1.24,0.82,1.11,87.78,1.11,2.3,0.87,14.43,12.44,0.32,66.06,47.4,8.27,1.71,5.48,41.15,40.74,9.37,0.92,0.98,0.91,0.8,0.77,125.94,107.16,96.41,69.9,42.62,22.23,15.68,34.26,31.74,8.39,8.26,6.21,4.74,62.25,124.75
2025-09-11 18:02:45.212,77.91,26.35,9.56,1.28,1.13,1.35,1.32,1.07,1.03,85.33,1.93,1.89,-0.15,14.68,12.69,0.32,66.47,46.79,8.47,1.31,5.62,41.76,41.96,9.62,0.92,1.02,0.91,0.84,0.81,125.94,119.79,98.86,71.12,41.61,22.03,16.69,33.24,30.51,8.47,8.3,6.29,4.86,62.25,124.75
