measuring point,CON_L1,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,SEG1,GF3,GF4,CONV1,RIS10,RIS11,CONV2,SEG2,SEG3,SEG4,SEG5,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,CON_R1,CON_R2,RIS1,RIS2,RIS3,RIS4,RIS5,ULS1,ULS2,RIS12,RIS13,ZR1,ZR2,gm1,gm2
sensor number,1,3,4,6,7,8,9,10,11,13,15,16,17,21,22,23,25,26,27,28,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,48,49,50,51,52,53,101,102
sensor range,500,250,250,100,100,100,100,100,100,500,250,250,250,100,100,100,250,250,250,250,25,250,250,50,50,50,50,50,50,500,500,500,500,250,250,250,250,250,100,50,50,50,1,1
sensor height,-0.187,-0.046,0.033,0.233,0.349,0.449,0.599,0.749,0.899,-0.245,0.083,0.131,0.178,0.601,1.101,0.478,-0.205,-0.165,-0.084,-0.023,nan,0.628,0.628,nan,0.999,1.295,1.488,1.154,1.592,-0.35,-0.35,-0.29,-0.225,-0.16,-0.128,-0.03,1.056,1.056,1.637,1.735,1.401,1.839,0.0,0.0
2025-09-11 18:01:58.470,79.54,27.37,10.17,2.01,1.61,1.59,1.4,0.99,1.03,86.15,0.91,1.69,-0.56,14.43,12.6,-0.5,66.68,46.99,8.07,1.71,4.91,40.94,40.53,9.41,0.8,0.69,0.7,0.68,0.69,126.34,115.72,93.96,69.08,40.79,21.82,15.88,31.82,28.46,9.04,8.66,6.25,4.78,62.25,124.75
2025-09-11 18:01:58.718,79.54,26.76,9.36,1.61,1.61,1.59,1.24,0.9,0.87,86.56,1.52,2.51,0.26,14.68,12.93,0.07,66.88,48.01,8.68,1.92,5.22,41.76,40.12,9.49,0.72,0.77,0.78,0.72,0.69,126.75,121.83,96.0,69.08,40.38,21.21,16.08,33.45,31.12,8.96,8.5,6.25,4.78,62.25,124.75
2025-09-11 18:01:58.968,79.13,26.76,9.77,1.77,1.37,1.51,1.16,0.82,1.03,87.37,1.52,2.3,0.26,14.92,13.26,0.07,66.88,48.01,8.07,1.31,5.62,41.35,41.96,9.86,0.72,0.77,0.78,0.68,0.69,127.56,119.39,96.41,72.35,42.22,21.82,16.49,31.2,27.65,8.63,8.46,6.08,4.66,62.25,124.75
2025-09-11 18:01:59.221,78.73,26.15,8.95,1.85,1.53,1.59,1.32,0.66,0.95,87.37,1.52,1.89,0.46,15.66,13.01,0.07,66.68,47.81,8.88,2.53,5.91,40.94,38.28,10.51,0.8,0.69,0.78,0.76,0.73,126.75,119.39,96.82,71.12,43.03,23.87,16.69,32.84,29.49,9.12,8.54,6.13,4.74,62.25,124.75
2025-09-11 18:01:59.470,78.73,26.15,9.77,1.61,1.29,1.68,1.32,0.99,1.03,87.78,1.11,2.3,0.67,15.66,13.34,0.24,65.86,46.99,8.27,2.12,5.87,40.74,40.53,10.47,0.8,0.81,0.78,0.76,0.77,127.56,127.94,98.45,72.76,43.85,24.28,16.9,31.2,27.03,9.2,8.74,6.21,4.66,62.25,124.75
2025-09-11 18:01:59.729,78.32,26.35,9.56,1.61,1.53,1.35,1.08,0.58,0.87,86.56,1.11,1.28,-0.15,15.49,13.26,-0.09,66.06,46.79,9.08,2.33,5.75,40.53,39.31,10.71,0.96,0.94,0.95,0.92,0.85,127.16,124.28,98.45,72.35,44.66,24.48,17.91,28.76,25.19,9.69,9.11,6.25,4.82,62.25,124.75
2025-09-11 18:01:59.968,77.91,25.33,9.16,1.36,1.45,1.51,1.16,0.9,0.95,86.15,1.73,1.89,0.05,15.57,13.74,-0.01,66.27,47.4,8.68,2.12,5.56,40.94,39.92,10.51,0.76,0.73,0.78,0.68,0.73,127.16,120.61,96.0,71.12,41.4,22.85,16.9,30.18,25.81,9.69,9.03,6.25,4.78,62.25,124.75
2025-09-11 18:02:00.220,77.5,25.33,8.75,1.69,1.53,1.76,1.32,0.9,0.95,86.97,1.93,2.3,0.26,15.66,13.74,-0.25,66.47,47.4,9.08,1.51,5.58,40.12,40.33,10.71,0.84,0.9,0.78,0.64,0.6,127.16,113.27,95.6,70.3,41.61,21.01,17.1,30.18,27.85,9.77,9.19,6.29,4.82,62.25,124.75
2025-09-11 18:02:00.468,76.68,26.55,10.17,2.17,1.77,2.0,1.0,0.82,0.95,87.37,2.34,2.3,0.46,15.74,14.07,-0.17,67.09,48.01,8.68,1.92,5.64,41.15,40.53,10.55,0.8,0.77,0.74,0.72,0.85,127.16,106.75,94.78,69.49,40.59,20.8,17.1,31.2,29.08,9.94,9.27,6.29,4.78,62.25,124.75
2025-09-11 18:02:00.726,77.09,26.55,9.56,1.61,1.61,1.43,1.0,0.82,0.95,84.92,0.7,1.49,0.05,15.41,13.74,-0.17,65.86,47.81,8.47,2.12,5.77,40.74,40.94,10.67,1.04,0.94,0.91,0.84,0.64,127.16,117.76,93.96,68.26,40.79,20.6,16.49,30.59,27.65,9.77,9.11,6.29,4.86,62.25,124.75
2025-09-11 18:02:00.971,76.68,26.35,9.77,1.28,1.13,1.27,1.08,0.82,0.95,86.56,1.52,1.69,-0.35,15.49,13.66,-0.01,66.27,47.81,8.27,1.51,5.68,39.92,39.51,10.51,0.84,0.81,0.78,0.92,0.69,126.75,107.16,93.15,66.21,39.57,19.57,16.9,30.8,26.01,9.45,9.07,6.29,4.86,62.25,124.75
2025-09-11 18:02:01.220,77.09,26.15,9.56,1.52,1.53,1.27,1.32,0.9,1.03,85.33,1.73,2.51,0.87,15.57,13.82,-0.09,65.45,46.79,8.88,1.51,5.64,40.74,40.94,10.31,0.84,0.81,0.78,0.72,0.77,126.34,101.86,93.15,67.44,39.37,19.37,16.29,32.02,27.44,9.37,9.07,6.29,4.82,62.25,124.75
2025-09-11 18:02:01.470,76.68,26.76,10.17,1.61,1.45,1.68,1.32,1.07,0.95,85.33,1.11,1.89,-0.15,14.6,13.01,-0.09,65.25,46.79,6.84,1.1,5.4,40.33,39.72,10.02,0.8,0.77,0.7,0.56,0.64,124.72,112.46,91.93,64.98,38.35,18.14,15.68,31.61,24.58,9.37,8.66,6.13,4.7,62.25,124.75
2025-09-11 18:02:01.718,76.27,26.55,10.17,1.69,1.53,1.76,1.16,1.07,1.11,84.92,2.13,2.1,0.46,14.92,13.74,0.16,65.86,46.58,8.47,2.53,5.28,40.33,40.94,9.94,0.8,0.81,0.82,0.76,0.77,125.94,103.9,91.52,66.21,38.96,19.37,15.68,30.59,23.56,9.29,8.78,6.41,4.78,62.25,124.75
2025-09-11 18:02:01.969,77.09,26.76,10.38,2.01,1.77,2.08,1.49,1.23,1.11,87.78,2.54,3.12,0.87,14.92,13.58,-0.09,66.06,47.61,9.49,2.53,5.09,40.74,41.15,9.82,0.88,0.94,0.78,0.72,0.89,125.53,115.72,92.33,67.03,38.55,18.76,14.86,30.18,23.76,9.12,8.7,6.17,4.58,62.25,124.75
2025-09-11 18:02:02.219,77.91,26.96,9.97,2.09,1.94,2.0,1.57,1.15,0.95,86.97,1.93,2.51,0.05,14.11,13.01,-0.01,65.25,46.38,8.07,1.31,4.6,40.12,40.33,9.17,0.59,0.61,0.62,0.6,0.64,124.72,114.09,91.93,65.39,38.55,19.57,15.07,30.18,25.6,9.45,8.87,6.21,4.74,62.25,124.75
2025-09-11 18:02:02.469,79.13,27.78,10.58,2.26,2.18,2.08,1.4,1.15,1.11,88.19,2.75,3.93,0.87,14.35,12.93,0.4,66.88,48.01,8.68,2.73,4.73,41.56,42.58,9.29,0.92,0.81,0.87,0.72,0.85,126.75,115.31,94.37,69.49,40.18,21.21,15.07,32.43,26.42,9.2,8.78,6.41,4.86,62.25,124.75
2025-09-11 18:02:02.719,77.91,29.4,12.82,2.99,2.99,2.98,2.3,2.05,1.68,88.6,1.93,1.69,-0.56,13.54,11.71,-0.42,64.22,46.79,7.45,1.31,4.54,39.3,39.1,8.76,0.59,0.77,0.62,0.56,0.56,124.72,116.53,94.37,67.03,39.57,20.6,14.25,31.0,25.19,8.55,8.42,6.08,4.62,62.25,124.75
2025-09-11 18:02:02.962,82.81,29.61,12.61,2.82,2.75,2.9,2.3,1.96,1.6,90.64,2.95,3.32,1.28,14.19,12.77,0.16,66.47,47.4,8.07,2.53,4.58,40.74,39.72,8.76,0.84,0.85,0.74,0.76,0.69,125.53,109.2,94.37,69.08,40.59,20.39,14.86,32.63,26.83,8.72,8.7,6.37,4.86,62.25,124.75
2025-09-11 18:02:03.212,78.73,26.96,9.97,1.44,1.77,1.92,1.73,1.31,1.44,88.19,1.52,2.71,1.07,14.19,12.52,0.32,67.29,48.63,8.88,1.92,4.62,41.56,42.99,8.88,0.92,0.85,0.91,0.88,0.81,126.34,116.94,94.37,68.67,39.57,19.37,14.86,32.84,28.06,8.96,8.66,6.37,4.86,62.25,124.75
2025-09-11 18:02:03.461,77.09,26.55,9.97,1.77,1.53,1.51,1.0,0.9,1.03,87.78,1.73,2.3,0.05,14.02,12.52,-0.01,66.47,48.42,8.68,1.51,4.71,41.15,42.37,8.72,0.88,0.9,0.82,0.72,0.69,125.53,110.42,94.37,69.49,39.98,19.37,14.86,34.26,30.1,8.55,8.58,6.37,4.74,62.25,124.75
2025-09-11 18:02:03.715,82.0,27.78,10.78,1.85,1.86,1.92,1.65,1.07,1.2,87.37,1.52,2.3,-0.15,13.45,11.63,-0.09,67.29,47.81,9.08,2.12,4.75,40.94,40.74,8.4,0.84,0.77,0.78,0.72,0.69,124.32,125.09,93.96,68.67,39.98,19.17,15.07,31.61,28.87,8.06,8.13,6.08,4.62,62.25,124.75
2025-09-11 18:02:03.962,79.54,27.37,9.97,2.01,2.02,1.92,1.49,1.23,1.2,89.42,2.13,2.71,0.46,13.86,12.2,0.16,68.31,49.45,10.1,2.73,4.93,41.97,41.15,8.68,0.92,0.9,0.91,0.92,0.85,125.13,118.16,93.96,67.44,39.57,18.55,15.27,34.47,29.28,8.47,8.17,6.29,4.74,62.25,124.75
2025-09-11 18:02:04.212,79.54,27.16,10.17,2.01,1.86,1.76,1.24,0.82,1.03,89.01,2.34,2.3,0.87,14.02,12.28,0.24,67.9,48.63,10.1,2.73,5.22,41.97,40.94,8.88,0.88,0.77,0.87,0.72,0.64,125.53,124.28,93.96,67.44,39.77,18.76,15.27,34.67,29.49,8.47,8.26,6.33,4.78,62.25,124.75
2025-09-11 18:02:04.462,78.73,27.37,10.17,1.93,1.53,1.43,1.32,1.07,1.2,88.6,2.13,2.71,0.87,14.27,12.36,0.16,67.49,48.63,9.29,2.73,5.13,41.97,41.15,9.05,0.96,0.77,0.87,0.76,0.81,126.75,117.76,92.74,67.03,38.35,18.14,15.47,37.33,33.58,8.63,8.38,6.41,4.74,62.25,124.75
2025-09-11 18:02:04.715,80.77,27.98,10.58,1.85,1.77,1.76,1.32,1.15,1.11,86.15,0.7,2.1,-0.35,14.11,12.69,-0.25,67.09,47.2,8.47,1.1,4.93,41.97,39.31,9.05,0.8,0.81,0.78,0.72,0.69,126.34,115.31,92.74,67.44,38.14,18.55,14.25,35.49,31.12,8.72,8.3,6.29,4.74,62.25,124.75
2025-09-11 18:02:04.962,78.32,26.96,8.75,1.61,1.53,1.68,1.24,0.99,1.11,88.19,1.32,2.51,0.87,14.11,12.93,0.24,67.7,48.01,9.08,2.12,4.81,41.76,40.53,9.01,0.88,0.9,0.87,0.8,0.93,126.75,119.79,93.96,69.08,39.98,19.57,14.05,32.84,29.69,8.96,8.5,6.29,4.78,62.25,124.75
2025-09-11 18:02:05.212,77.09,26.15,9.36,1.61,1.69,1.59,1.49,1.07,1.11,86.97,1.73,2.3,0.26,14.11,12.85,0.4,67.09,49.04,9.08,1.71,4.48,41.76,39.31,8.84,0.84,1.02,0.87,0.84,0.77,127.16,121.02,95.19,68.67,40.79,19.17,15.07,32.63,27.85,9.29,8.83,6.41,4.9,62.25,124.75
2025-09-11 18:02:05.462,76.68,26.15,8.95,1.85,1.61,1.76,1.4,0.99,1.03,89.01,2.34,2.71,0.46,13.86,12.85,0.24,67.29,48.63,9.29,2.53,4.4,42.17,39.92,8.72,0.76,0.85,0.82,0.76,0.69,127.97,111.24,95.19,69.9,39.98,20.8,15.27,33.65,30.51,9.12,8.74,6.53,5.07,62.25,124.75
2025-09-11 18:02:05.711,76.27,26.15,9.56,2.01,1.94,1.68,1.16,1.15,1.11,89.01,2.34,2.71,0.67,13.62,12.77,0.32,67.7,48.01,9.08,2.33,4.52,41.76,40.53,8.76,1.04,0.98,0.91,1.04,0.93,127.16,120.61,93.56,68.67,39.77,18.76,14.66,33.24,31.74,9.29,8.58,6.57,4.98,62.25,124.75
2025-09-11 18:02:05.962,76.68,26.35,9.77,1.85,1.61,1.68,1.16,1.07,1.03,87.37,2.13,2.51,0.26,13.78,12.36,0.32,66.47,47.81,9.08,2.53,4.5,41.56,40.94,8.6,0.96,0.9,0.78,0.72,0.69,127.56,119.39,93.56,64.98,37.33,18.35,14.25,34.67,32.96,9.04,8.38,6.53,4.86,62.25,124.75
2025-09-11 18:02:06.212,75.45,26.35,9.36,1.77,1.61,1.59,1.32,1.15,1.2,87.78,1.93,2.3,0.67,13.78,12.44,0.32,66.68,47.2,9.29,2.53,4.52,41.35,40.74,8.56,0.92,0.81,0.82,0.96,0.81,126.75,114.09,93.56,65.8,38.14,17.94,15.07,34.26,30.51,9.04,8.46,6.49,4.94,62.25,124.75
2025-09-11 18:02:06.461,76.27,26.15,9.56,1.52,1.53,1.76,1.16,0.99,1.03,87.78,1.73,2.3,0.87,13.86,12.12,0.24,66.06,47.2,8.47,2.12,4.56,41.76,41.76,8.64,0.88,0.81,0.82,0.88,0.77,126.34,121.83,93.96,68.26,40.38,19.57,15.07,34.26,32.76,8.88,8.54,6.37,4.94,62.25,124.75
2025-09-11 18:02:06.715,80.36,26.96,9.77,1.85,1.61,1.43,1.32,1.15,1.2,86.97,1.11,1.89,0.46,13.78,12.2,0.16,66.06,46.79,8.07,1.71,4.64,41.15,38.9,8.88,0.72,0.73,0.78,0.68,0.77,127.16,110.83,94.78,68.67,39.98,19.78,14.86,31.82,30.71,8.55,8.34,6.33,4.78,62.25,124.75
2025-09-11 18:02:06.962,76.27,26.15,9.97,1.85,1.53,1.76,1.32,1.07,1.03,85.33,1.73,2.51,0.67,14.02,12.44,0.16,66.27,47.2,7.86,2.53,4.56,41.56,39.51,8.68,0.92,0.9,0.87,0.88,0.77,126.75,114.5,94.78,69.9,38.75,20.6,15.27,33.65,32.14,9.29,8.5,6.41,4.82,62.25,124.75
2025-09-11 18:02:07.211,76.68,26.15,9.56,1.52,1.37,1.76,1.4,1.07,1.03,87.37,2.13,2.71,0.46,13.45,12.36,0.16,66.88,47.61,7.66,2.73,4.52,41.56,41.15,8.64,0.76,0.9,0.82,0.8,0.93,125.94,112.46,96.82,70.3,40.59,22.44,15.68,34.06,33.17,8.88,8.46,6.37,4.9,62.25,124.75
2025-09-11 18:02:07.462,76.68,26.15,9.77,1.61,1.45,1.68,1.08,0.99,1.11,87.37,1.93,2.91,0.87,13.37,12.28,0.32,66.68,47.61,7.66,2.73,4.52,41.97,39.31,8.48,0.88,0.98,0.95,0.8,0.85,127.56,121.83,98.45,70.71,43.64,22.44,15.68,31.41,30.71,8.8,8.42,6.45,4.82,62.25,124.75
2025-09-11 18:02:07.715,80.36,27.16,10.58,1.85,1.77,1.84,1.32,1.15,1.03,88.19,1.93,2.1,0.26,13.86,12.2,0.07,65.65,47.61,7.66,1.92,4.79,40.53,38.28,8.68,0.84,0.85,0.78,0.68,0.48,125.53,112.87,95.6,68.26,42.42,21.62,15.27,33.65,33.78,8.55,8.3,6.49,4.74,62.25,124.75
2025-09-11 18:02:07.967,77.5,26.35,9.56,1.44,1.45,1.35,0.92,0.9,1.03,86.56,0.7,2.1,0.46,14.27,12.28,0.16,66.06,47.4,8.47,2.12,5.34,40.53,41.15,9.21,0.84,0.94,0.74,0.8,0.64,127.16,116.53,96.41,69.08,41.2,21.41,15.27,32.43,32.35,8.47,8.13,6.17,4.62,62.25,124.75
2025-09-11 18:02:08.220,77.91,26.35,9.97,1.61,1.13,1.43,1.16,0.99,1.11,87.37,1.52,1.69,-0.15,14.35,12.6,-0.33,65.86,46.38,7.25,0.9,5.77,40.53,38.08,9.62,0.72,0.57,0.66,0.6,0.56,125.13,116.94,94.37,68.26,41.81,21.82,15.88,29.98,30.1,8.47,8.17,6.25,4.74,62.25,124.75
2025-09-11 18:02:08.468,77.5,26.55,9.56,1.61,1.37,1.43,1.24,0.99,0.95,87.37,1.93,2.51,0.05,15.25,13.34,0.24,66.06,46.99,8.07,1.51,5.81,41.15,38.9,10.19,0.88,0.9,0.78,0.8,0.73,125.53,113.27,95.19,69.08,42.22,22.03,16.49,30.18,30.1,8.96,8.58,6.17,4.82,62.25,124.75
2025-09-11 18:02:08.718,77.91,26.76,9.36,1.44,1.45,1.68,1.4,0.99,0.87,87.37,1.52,2.1,0.67,15.41,13.5,0.16,66.27,47.2,8.27,2.33,5.87,41.15,39.31,10.39,0.8,0.77,0.74,0.72,0.6,125.94,119.79,95.19,68.67,40.79,21.41,16.9,32.84,32.35,9.12,8.78,6.37,4.78,62.25,124.75
2025-09-11 18:02:08.970,78.32,26.96,9.77,1.93,1.86,1.68,1.24,0.99,0.95,86.97,1.32,1.69,-0.15,15.41,13.34,-0.09,66.06,47.2,7.86,1.71,5.93,40.53,38.69,10.47,0.76,0.69,0.7,0.6,0.64,124.72,117.35,92.74,68.26,40.18,20.39,16.49,31.82,31.74,9.12,8.83,6.17,4.74,62.25,124.75
2025-09-11 18:02:09.220,78.32,26.96,10.17,1.69,1.37,1.68,1.32,1.15,1.03,87.78,1.73,1.89,0.26,15.66,13.34,0.07,66.47,47.4,8.27,2.12,5.81,40.94,40.74,10.59,0.8,0.85,0.74,0.76,0.73,125.13,116.13,93.96,67.85,39.77,19.57,16.29,32.63,30.1,9.37,8.87,6.17,4.82,62.25,124.75
2025-09-11 18:02:09.471,78.32,26.15,9.56,1.77,1.45,1.68,1.0,0.82,1.11,85.74,1.52,1.69,0.26,15.33,13.42,0.16,66.47,47.4,8.47,1.92,5.36,40.94,38.28,10.31,0.88,0.77,0.78,0.68,0.6,125.94,112.46,93.96,67.85,40.38,20.6,16.69,33.24,33.58,9.69,8.95,6.41,4.9,62.25,124.75
2025-09-11 18:02:09.718,78.32,26.55,9.36,1.69,1.45,1.35,1.16,0.82,0.63,85.33,0.91,1.49,0.46,15.17,13.42,0.16,66.27,47.4,8.07,1.71,5.11,40.94,39.72,10.02,0.72,0.77,0.7,0.68,0.81,126.34,114.09,93.56,67.44,40.79,19.78,16.08,31.41,32.96,9.45,8.95,6.21,4.7,62.25,124.75
2025-09-11 18:02:09.971,77.91,27.37,10.17,1.93,1.69,2.0,1.57,1.23,1.11,88.19,1.52,2.3,0.46,14.76,13.17,0.16,66.06,47.4,8.27,1.71,5.09,41.35,39.1,9.9,0.8,0.81,0.74,0.68,0.48,126.75,115.72,92.74,66.62,39.98,20.19,15.07,31.2,29.28,9.04,8.54,6.04,4.62,62.25,124.75
2025-09-11 18:02:10.220,76.27,26.96,9.56,1.69,1.53,1.43,1.16,0.99,0.87,86.56,1.93,2.3,0.05,14.84,13.34,-0.01,66.47,47.4,8.88,1.31,4.95,40.94,39.51,9.74,0.68,0.77,0.82,0.64,0.81,125.53,118.16,94.78,69.9,42.62,23.05,18.12,34.47,37.46,10.51,9.4,6.7,5.07,62.25,124.75
2025-09-11 18:02:10.470,77.09,25.94,9.36,1.52,0.96,1.35,0.75,0.58,0.71,83.7,1.11,1.69,-0.96,14.27,13.01,-0.09,65.65,46.58,7.25,1.31,4.75,40.74,39.51,9.41,0.63,0.73,0.74,0.64,0.73,124.72,104.72,94.78,68.26,38.96,19.37,15.27,29.78,28.26,9.29,8.95,6.25,4.82,62.25,124.75
2025-09-11 18:02:10.729,77.91,26.55,9.77,1.44,1.29,1.51,1.24,0.9,1.03,86.15,1.32,1.69,0.26,14.35,12.52,0.16,66.88,47.2,8.68,2.53,4.81,40.94,38.49,9.45,0.88,0.85,0.87,0.72,0.73,125.94,106.75,93.56,66.62,38.96,18.76,15.88,29.98,25.81,9.37,8.7,6.21,4.74,62.25,124.75
2025-09-11 18:02:10.968,76.27,26.15,9.77,1.77,1.45,1.59,1.4,0.82,0.79,85.74,1.52,2.1,-0.15,14.35,12.77,-0.09,65.86,46.18,7.66,1.31,4.75,40.12,38.9,9.33,0.68,0.65,0.66,0.68,0.6,124.32,111.64,91.52,66.62,38.55,17.73,14.86,30.39,28.46,9.53,8.83,6.33,4.78,62.25,124.75
2025-09-11 18:02:11.220,78.73,26.96,10.78,2.01,2.1,2.0,1.49,1.07,0.95,87.37,1.93,2.3,0.26,14.6,13.01,0.16,65.04,46.99,7.86,2.33,4.6,41.76,39.31,9.49,0.84,0.9,0.91,0.76,0.85,124.32,110.01,92.74,65.8,38.14,17.94,15.27,30.39,29.08,9.77,9.07,6.37,4.94,62.25,124.75
2025-09-11 18:02:11.468,75.86,26.55,10.38,2.34,2.1,2.08,1.32,0.99,0.71,87.37,1.93,2.71,0.26,14.19,12.69,0.07,66.27,46.99,8.27,2.33,4.32,40.94,40.53,9.01,0.8,0.69,0.74,0.76,0.69,125.13,117.76,89.48,63.75,35.9,16.51,14.66,31.41,27.44,9.45,9.03,6.45,4.86,62.25,124.75
2025-09-11 18:02:11.723,75.86,26.76,10.38,1.93,1.37,1.59,1.24,0.66,0.63,86.15,1.11,1.69,-0.96,13.7,12.36,-0.01,65.04,46.99,6.64,1.71,4.01,40.53,38.49,8.56,0.84,0.77,0.74,0.72,0.6,124.72,107.57,91.11,64.98,36.72,15.89,14.46,29.78,28.26,9.53,8.99,6.49,4.94,62.25,124.75
2025-09-11 18:02:11.968,74.64,26.76,10.17,1.77,1.61,1.59,1.24,0.9,0.95,86.56,1.32,2.3,0.26,13.37,12.04,-0.33,65.65,47.81,7.45,2.33,3.77,40.12,40.33,8.36,0.84,0.85,0.78,0.76,0.89,123.91,116.13,88.66,62.53,35.09,14.87,13.24,30.59,26.83,9.37,8.58,6.08,4.7,62.25,124.75
2025-09-11 18:02:12.220,75.86,27.16,10.17,1.85,1.69,1.68,1.24,0.99,0.95,87.78,1.73,2.51,0.05,12.8,11.95,0.16,66.47,47.2,8.27,2.12,3.44,40.94,38.9,7.7,0.72,0.81,0.82,0.68,0.6,124.72,115.72,90.29,64.57,36.51,15.49,13.03,32.43,28.26,9.12,8.74,6.29,4.78,62.25,124.75
2025-09-11 18:02:12.471,77.09,26.35,10.38,1.61,1.37,1.43,1.16,0.99,0.79,87.78,1.73,1.49,-0.35,12.31,11.63,-0.09,66.06,46.99,8.07,1.92,3.01,40.33,40.53,7.34,0.84,0.73,0.74,0.76,0.73,124.32,107.16,91.11,64.16,36.51,17.12,12.63,33.24,29.28,9.04,8.5,6.25,4.82,62.25,124.75
2025-09-11 18:02:12.720,77.09,26.76,10.38,1.61,1.37,1.51,1.08,0.9,0.87,87.37,1.52,2.3,0.05,11.82,11.06,0.07,65.86,46.99,8.47,1.51,2.83,41.35,40.53,7.05,0.92,0.94,0.82,0.68,0.81,124.32,115.72,92.33,64.98,37.74,18.14,11.81,35.08,31.74,8.55,8.26,6.13,4.58,62.25,124.75
2025-09-11 18:02:12.967,77.09,26.76,10.17,1.52,1.37,1.51,1.16,0.99,0.95,86.15,1.32,2.1,0.05,11.42,10.57,-0.01,65.65,46.18,8.27,1.51,2.69,40.12,38.49,6.73,0.63,0.77,0.74,0.72,0.56,124.72,114.9,93.96,66.62,38.55,19.78,12.63,35.69,30.92,8.39,8.09,6.13,4.66,62.25,124.75
2025-09-11 18:02:13.215,75.86,26.76,10.17,1.36,1.13,1.02,1.16,0.66,1.11,88.19,1.52,2.1,0.26,11.66,10.81,0.32,66.68,47.61,8.88,2.94,2.89,40.94,39.72,6.85,0.84,0.81,0.87,0.96,0.81,126.34,114.5,94.78,69.08,39.57,19.57,12.42,39.37,32.96,8.55,8.17,6.33,4.7,62.25,124.75
2025-09-11 18:02:13.468,74.64,26.35,9.97,1.04,1.04,1.35,1.08,0.9,1.03,87.37,1.52,1.89,-0.15,11.74,10.57,-0.09,65.45,45.77,8.07,2.12,3.09,40.33,40.12,6.85,0.84,0.77,0.74,0.68,0.64,124.32,122.24,92.74,67.03,37.94,18.35,13.03,38.14,31.94,8.31,8.01,6.29,4.74,62.25,124.75
2025-09-11 18:02:13.729,76.27,26.35,9.97,1.36,1.04,1.19,0.83,0.74,0.79,86.15,0.91,1.08,-0.56,12.23,10.73,-0.01,64.84,45.56,7.66,1.51,3.54,41.97,39.92,7.38,0.84,0.77,0.82,0.8,0.73,124.32,106.35,93.56,66.62,37.53,18.76,14.05,38.14,33.37,8.72,8.3,6.57,4.82,62.25,124.75
2025-09-11 18:02:13.968,75.45,26.15,9.36,1.52,1.29,1.27,0.92,0.74,0.95,85.33,1.11,1.89,0.05,12.48,11.3,0.16,65.25,46.58,7.45,1.71,3.67,40.74,39.92,7.34,0.76,0.69,0.7,0.56,0.52,125.13,114.9,92.33,66.62,38.75,18.14,13.85,38.14,38.07,8.55,8.26,6.49,4.86,62.25,124.75
2025-09-11 18:02:14.220,76.27,26.35,9.97,1.44,1.29,1.35,1.08,0.82,1.03,87.37,1.73,2.1,-0.15,13.13,11.87,0.16,65.04,45.97,7.86,1.92,3.99,40.74,39.92,7.83,0.84,0.73,0.74,0.68,0.56,124.72,108.38,93.96,67.03,39.57,19.57,14.66,35.08,32.35,8.55,8.34,6.45,4.86,62.25,124.75
2025-09-11 18:02:14.468,77.91,26.76,9.97,1.2,1.37,1.1,1.16,0.9,0.95,86.15,0.91,1.49,0.05,13.45,11.71,0.16,65.25,45.77,7.45,1.31,4.32,40.53,40.74,8.44,0.84,0.77,0.82,0.68,0.64,123.91,108.38,93.96,67.03,40.38,19.78,14.25,34.67,32.14,8.63,8.26,6.21,4.66,62.25,124.75
2025-09-11 18:02:14.727,76.27,25.94,9.77,1.44,1.13,1.43,1.08,0.58,0.71,84.92,0.7,1.28,-0.35,13.13,11.87,0.07,65.45,46.18,7.86,1.92,4.5,40.94,39.31,8.8,0.96,1.06,0.91,0.84,0.73,125.53,116.94,95.19,69.9,41.4,20.8,14.86,33.86,29.49,9.04,8.38,6.17,4.7,62.25,124.75
2025-09-11 18:02:14.968,75.05,25.74,9.36,1.52,1.29,1.59,1.16,0.66,0.71,84.92,1.32,1.69,0.05,13.78,12.36,0.16,66.06,46.58,7.45,2.33,4.46,40.53,39.72,8.68,0.72,0.73,0.7,0.6,0.64,124.32,125.5,94.37,68.67,39.98,20.8,14.05,33.86,30.1,8.88,8.54,6.17,4.7,62.25,124.75
2025-09-11 18:02:15.220,77.09,26.35,9.97,1.85,1.53,1.59,1.16,0.9,0.95,86.97,1.73,2.91,1.07,14.27,12.85,0.4,67.29,47.2,9.08,2.53,4.32,40.74,41.76,8.8,0.8,0.73,0.78,0.68,0.77,125.13,112.46,95.6,69.49,40.79,19.78,15.27,33.65,31.53,9.37,8.95,6.49,4.9,62.25,124.75
2025-09-11 18:02:15.471,77.09,26.55,9.77,2.01,1.77,1.92,1.08,1.23,1.28,89.01,2.34,2.51,0.87,13.78,11.95,0.16,66.47,46.99,8.88,2.73,4.46,40.53,40.12,8.68,0.76,0.77,0.78,0.72,0.6,123.91,119.79,93.96,67.85,39.77,19.78,14.25,29.98,30.3,8.96,8.54,6.17,4.74,62.25,124.75
