measuring point,CON_L5,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,GF3,GF4,RIS12,RIS13,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,RIS3,RIS5,RIS6,RIS9,RIS11,ULS1,ULS2,RIS14,RIS15,ZR1,ZR2,gm_ZR,gm_ZL
sensor number,1,3,4,6,7,8,9,10,11,15,16,21,22,30,31,32,33,34,35,36,37,38,41,42,43,44,45,48,49,50,51,52,53,101,102
sensor range,500,250,250,100,100,100,100,100,100,250,250,100,100,25,250,250,50,50,50,50,50,50,500,500,250,250,250,250,250,100,50,50,50,1,1
sensor height,-0.213,-0.046,0.033,0.233,0.349,0.449,0.599,0.749,0.899,0.083,0.131,0.644,1.144,nan,0.628,0.628,nan,0.999,1.295,1.488,1.154,1.592,-0.285,-0.225,-0.111,0.039,0.139,1.099,1.099,1.68,1.779,1.444,1.883,0.0,0.0
2025-02-01 16:29:54.329,103.26,67.49,42.69,12.89,12.8,10.49,7.51,5.15,1.36,22.35,14.13,26.74,19.68,15.41,50.58,48.3,23.04,1.16,1.02,1.07,0.88,0.56,93.15,66.21,44.05,36.75,33.17,46.71,34.19,11.0,9.76,4.86,3.55,-0.25,-0.25
2025-02-01 16:29:54.578,106.53,65.45,41.07,12.89,12.64,10.49,7.51,4.9,1.52,21.53,13.32,25.85,19.68,15.27,49.56,50.76,22.67,1.16,1.18,1.15,0.96,0.6,92.74,65.39,42.42,35.93,32.97,40.18,31.33,10.59,9.27,4.7,3.27,-0.25,-0.25
2025-02-01 16:29:54.828,105.71,67.49,44.73,13.13,13.04,10.98,7.84,5.55,1.36,23.78,13.32,27.07,20.66,16.19,49.14,50.55,23.44,1.37,1.1,1.15,0.96,0.6,89.07,63.75,44.66,37.36,34.19,36.31,28.46,10.83,9.19,4.82,3.43,-0.25,-0.25
2025-02-01 16:29:55.098,104.08,65.45,42.9,12.65,12.31,10.32,7.51,5.15,0.87,21.33,11.89,27.07,20.17,16.47,48.32,47.08,24.01,0.92,0.77,0.95,0.68,0.44,89.48,63.35,43.03,36.75,34.6,32.22,27.85,10.43,9.15,4.45,3.1,-0.25,-0.25
2025-02-01 16:29:55.328,102.85,64.43,41.27,13.13,12.8,10.57,7.6,5.15,1.52,22.35,13.72,28.05,21.55,16.62,47.71,49.53,24.66,1.12,0.98,1.07,0.8,0.6,93.15,69.49,44.25,38.38,35.82,34.26,30.51,11.57,9.97,4.98,3.51,-0.25,-0.25
2025-02-01 16:29:55.578,106.12,62.8,40.66,12.16,11.66,9.92,6.94,4.49,1.28,21.12,13.11,28.7,21.88,17.21,49.76,51.17,25.19,0.84,0.94,0.91,0.64,0.44,99.27,77.26,45.27,37.56,35.21,36.51,36.64,11.57,10.05,4.9,3.31,-0.25,-0.25
2025-02-01 16:29:55.828,105.71,60.97,40.25,10.78,10.61,8.61,5.97,3.84,1.28,19.49,11.89,29.76,22.04,17.17,49.76,49.12,25.68,1.12,0.94,0.91,0.72,0.48,98.04,78.9,47.71,38.18,35.21,39.16,36.85,12.14,10.9,5.1,3.59,-0.25,-0.25
2025-02-01 16:29:56.078,106.12,59.14,38.83,10.21,9.96,8.04,5.31,3.19,0.95,18.47,10.66,28.62,21.15,16.21,48.73,48.92,24.78,1.08,1.06,1.11,0.8,0.56,101.71,80.54,47.51,37.36,34.8,43.24,41.55,11.97,10.58,5.15,3.43,-0.25,-0.25
2025-02-01 16:29:56.336,105.31,60.56,39.03,9.4,9.15,6.98,4.83,3.02,0.95,17.24,8.42,27.15,20.33,15.8,47.5,47.48,23.77,0.92,0.85,0.91,0.76,0.36,99.27,76.85,49.75,36.54,33.99,39.77,35.42,11.4,9.84,4.78,3.27,-0.25,-0.25
2025-02-01 16:29:56.587,106.53,60.77,39.44,8.99,8.66,6.9,4.91,3.27,1.11,17.86,9.24,26.74,20.5,15.82,48.32,49.53,23.48,0.92,0.94,0.95,0.64,0.48,99.67,77.26,47.31,36.34,33.17,42.43,41.75,10.83,9.44,4.74,3.35,-0.25,-0.25
2025-02-01 16:29:56.836,110.21,62.19,39.64,9.24,8.83,7.47,5.31,3.84,1.11,18.47,9.64,27.15,20.9,16.07,47.91,48.1,23.97,1.12,1.06,0.95,0.84,0.64,103.34,79.31,47.71,36.95,34.19,36.71,30.71,11.08,9.31,4.45,2.9,-0.25,-0.25
2025-02-01 16:29:57.139,113.08,65.25,40.25,10.29,10.2,9.1,6.94,5.06,0.87,17.65,10.87,28.37,22.37,16.13,47.5,47.08,24.91,0.92,0.9,0.91,0.76,0.28,101.3,82.58,50.97,37.16,35.21,35.29,28.87,12.06,10.37,4.66,3.14,-0.25,-0.25
2025-02-01 16:29:57.328,115.12,69.12,41.27,11.35,11.26,9.67,7.68,5.72,1.52,22.14,11.89,28.29,22.29,16.02,49.35,48.71,24.83,1.24,1.1,1.19,0.96,0.85,101.71,83.81,53.62,37.16,34.8,36.31,29.69,12.06,10.66,4.74,3.22,-0.25,-0.25
2025-02-01 16:29:57.578,108.58,72.78,43.71,11.92,11.42,10.41,7.76,5.47,1.44,22.76,12.7,28.05,21.47,15.82,48.12,47.89,24.46,1.12,1.14,1.11,0.92,0.56,96.82,80.54,51.58,37.16,34.8,41.41,33.58,11.73,10.54,4.66,3.31,-0.25,-0.25
2025-02-01 16:29:57.829,104.49,74.21,42.69,12.16,11.66,10.24,7.6,4.9,1.52,22.96,13.32,27.56,20.5,15.94,49.56,51.17,24.09,1.16,1.18,1.07,0.84,0.64,103.34,85.86,47.92,36.34,33.58,41.0,33.78,11.32,10.05,4.53,3.22,-0.25,-0.25
2025-02-01 16:29:58.078,95.08,74.0,43.1,11.02,10.77,9.1,6.7,4.57,1.44,22.14,11.68,26.91,19.76,15.31,49.56,50.55,23.2,1.12,1.1,1.03,0.84,0.64,97.63,74.4,46.9,36.34,33.38,43.24,42.16,11.32,10.01,4.86,3.39,-0.25,-0.25
2025-02-01 16:29:58.328,91.81,72.78,41.88,11.02,10.77,8.94,6.37,4.57,1.68,21.53,11.68,25.68,19.03,15.19,50.38,49.73,22.47,1.41,1.3,1.23,1.08,0.73,96.82,77.26,48.33,35.72,33.17,41.0,34.8,10.51,9.27,4.61,3.18,-0.25,-0.25
2025-02-01 16:29:58.579,93.04,71.76,42.9,11.67,11.34,9.51,6.86,5.31,1.44,22.55,12.09,25.68,18.14,15.43,49.14,47.69,22.14,1.04,1.18,1.15,0.92,0.73,95.19,79.72,48.12,35.11,32.36,37.53,31.74,9.94,8.87,4.66,3.06,-0.25,-0.25
2025-02-01 16:29:58.828,90.99,73.39,45.94,11.67,11.5,10.24,7.6,5.96,1.44,22.76,12.7,26.17,18.71,15.6,48.73,49.12,22.67,1.37,1.3,1.31,1.0,0.85,90.29,76.04,49.34,36.13,33.99,34.47,29.69,10.75,9.27,4.74,3.14,-0.25,-0.25
2025-02-01 16:29:59.078,94.26,68.91,42.69,11.84,11.5,10.41,7.6,5.64,1.44,21.12,12.5,26.34,18.79,15.68,50.17,48.92,22.55,1.16,1.14,1.07,1.13,0.6,92.33,78.49,49.34,36.54,33.78,38.96,38.48,10.43,9.23,4.7,3.39,-0.25,-0.25
2025-02-01 16:29:59.329,93.04,68.1,43.1,11.59,11.34,10.0,7.27,5.15,1.6,20.92,11.68,26.25,19.6,15.33,51.4,48.92,22.91,1.2,1.14,1.15,0.96,0.52,94.37,73.17,46.29,36.13,33.78,38.96,34.19,11.08,9.64,4.74,3.47,-0.25,-0.25
2025-02-01 16:29:59.578,94.26,67.08,42.08,11.35,11.26,9.67,6.54,4.82,1.28,19.69,12.09,26.91,20.9,15.37,50.38,50.35,23.24,1.04,1.02,0.95,0.8,0.52,96.41,72.35,46.49,35.72,33.78,41.2,32.96,11.32,9.76,4.86,3.43,-0.25,-0.25
2025-02-01 16:29:59.828,101.63,67.89,41.47,11.59,11.34,9.83,7.27,4.82,1.44,19.29,11.89,26.42,21.07,15.02,52.02,51.78,22.95,1.2,1.1,1.19,1.0,0.6,101.3,77.26,46.49,35.32,32.16,43.04,33.37,11.16,9.84,4.74,3.31,-0.25,-0.25
2025-02-01 16:30:00.098,94.67,65.45,39.44,10.62,10.2,8.77,6.21,3.84,0.63,17.86,10.26,26.58,20.98,15.11,52.22,49.12,23.08,0.84,0.81,0.82,0.6,0.36,91.93,71.94,48.94,34.7,32.16,41.81,33.17,11.65,9.93,4.86,3.31,-0.25,-0.25
2025-02-01 16:30:00.328,104.08,63.21,39.44,10.29,9.8,8.69,6.13,4.09,1.36,16.84,11.07,27.07,21.31,15.39,52.63,52.19,23.61,1.08,0.98,0.95,0.8,0.52,100.08,81.77,51.38,36.75,34.19,45.69,39.1,11.57,9.93,4.94,3.47,-0.25,-0.25
2025-02-01 16:30:00.578,106.12,60.56,39.64,9.81,9.56,8.2,5.64,3.6,1.11,18.06,10.26,28.21,21.96,15.96,48.73,50.35,24.34,0.76,0.9,0.91,0.64,0.36,100.08,76.85,49.34,36.95,34.39,45.69,41.55,11.97,10.33,4.94,3.35,-0.25,-0.25
2025-02-01 16:30:00.828,101.63,59.75,37.21,9.16,8.58,7.71,5.48,3.51,1.36,16.84,10.26,29.03,22.53,16.09,50.38,47.28,25.23,1.08,1.06,0.95,0.8,0.6,98.45,74.81,50.16,38.38,35.61,42.22,33.58,12.71,11.03,5.1,3.59,-0.25,-0.25
2025-02-01 16:30:01.078,99.99,59.75,38.22,9.4,8.66,7.79,5.72,4.09,1.36,16.43,10.46,28.45,21.55,15.74,53.66,49.94,24.5,1.12,0.98,1.11,0.88,0.6,95.6,72.76,50.97,38.99,35.61,44.06,36.03,12.3,10.94,4.94,3.63,62.25,-0.25
2025-02-01 16:30:01.328,103.26,61.58,40.66,9.07,8.91,7.55,5.64,4.17,1.28,17.45,9.85,27.15,20.01,15.49,50.17,48.3,23.56,0.96,0.94,0.99,0.8,0.4,104.57,76.85,50.36,38.59,35.0,41.81,37.26,11.16,9.84,4.61,3.31,62.25,-0.25
2025-02-01 16:30:01.579,108.58,62.4,37.21,9.16,8.91,7.79,5.72,4.17,1.36,19.29,10.05,27.4,20.17,16.27,51.81,49.12,23.77,1.16,1.14,1.03,0.88,0.52,101.3,73.99,48.12,37.97,34.8,41.61,32.96,10.83,9.31,4.82,3.31,62.25,-0.25
2025-02-01 16:30:01.828,115.12,65.25,40.05,8.99,8.42,7.55,5.8,4.09,1.28,20.1,9.85,27.88,21.23,16.07,50.17,45.44,24.01,1.0,0.9,1.03,0.92,0.52,100.49,79.31,48.53,38.18,35.0,44.06,37.67,11.4,9.6,4.74,3.39,62.25,-0.25
2025-02-01 16:30:02.098,115.53,65.45,39.44,8.51,8.34,7.14,5.4,3.27,0.79,17.86,8.42,27.48,21.47,15.49,46.68,44.42,24.01,0.8,0.77,0.78,0.6,0.16,96.0,73.58,45.68,36.75,35.0,43.04,37.67,11.97,10.05,4.74,3.35,62.25,-0.25
2025-02-01 16:30:02.335,118.8,67.08,40.46,8.51,8.34,7.3,5.4,3.51,1.2,18.67,9.44,28.13,22.45,15.94,47.5,46.87,24.7,0.68,0.81,0.78,0.56,0.36,97.63,78.08,45.68,36.75,34.39,46.3,38.48,11.89,10.25,4.66,3.14,62.25,-0.25
2025-02-01 16:30:02.586,115.53,67.08,38.42,8.67,8.34,6.9,5.56,3.43,1.11,17.86,9.03,28.78,22.2,16.66,48.53,47.48,24.95,0.96,0.94,0.95,0.64,0.44,95.6,76.44,45.07,37.56,35.21,42.84,34.39,11.89,10.29,4.82,3.35,62.25,-0.25
2025-02-01 16:30:02.837,111.03,69.73,41.47,8.83,8.66,7.14,5.4,3.11,1.28,19.69,9.44,27.15,19.93,15.76,47.09,45.64,23.97,0.96,1.02,0.95,0.76,0.52,98.45,78.08,42.62,34.91,33.17,46.3,40.73,11.49,9.72,4.57,3.14,62.25,-0.25
2025-02-01 16:30:03.086,104.08,70.75,41.07,8.43,8.34,7.22,5.07,3.19,1.2,20.31,9.44,26.82,19.93,15.84,47.3,46.05,23.36,1.08,1.02,1.07,0.8,0.48,96.41,80.54,42.01,33.88,32.36,47.73,42.78,10.51,9.36,4.74,3.18,62.25,-0.25
2025-02-01 16:30:03.328,96.72,70.75,44.32,9.07,8.5,7.55,5.48,3.6,1.44,23.57,10.26,27.64,19.93,16.84,46.68,46.87,23.89,1.2,1.26,1.27,1.04,0.69,96.41,77.67,46.7,38.79,35.0,50.59,44.41,10.18,8.78,4.66,3.18,62.25,-0.25
2025-02-01 16:30:03.578,89.36,64.84,38.22,8.75,8.5,7.39,5.64,3.76,1.44,21.94,10.26,27.48,19.93,16.43,47.71,47.69,24.09,1.2,1.1,1.15,1.04,0.69,95.6,73.17,48.94,38.59,35.41,46.1,40.94,10.75,9.31,4.66,3.22,62.25,-0.25
2025-02-01 16:30:03.828,90.18,68.1,40.46,10.05,9.8,8.61,6.86,5.31,1.68,22.35,11.07,27.31,20.17,15.76,49.35,49.53,23.85,1.41,1.43,1.31,1.08,0.69,96.0,71.12,47.31,38.59,36.02,41.2,33.99,11.08,9.64,4.45,3.1,62.25,-0.25
2025-02-01 16:30:04.098,90.99,67.28,39.64,9.56,9.23,8.12,6.62,4.57,1.11,19.9,9.24,27.88,20.58,16.57,46.68,45.85,24.7,1.16,1.06,1.15,0.88,0.69,91.93,69.49,48.73,38.99,36.63,38.96,35.42,11.08,9.97,4.41,3.02,62.25,-0.25
2025-02-01 16:30:04.328,93.04,67.69,40.25,9.89,9.72,8.45,6.54,4.49,1.52,19.69,10.66,28.37,20.74,16.45,48.32,47.89,24.95,1.24,1.14,1.11,0.96,0.6,91.93,74.4,48.53,40.02,37.24,38.35,36.03,11.57,10.41,4.53,3.22,62.25,-0.25
2025-02-01 16:30:04.578,95.08,67.28,41.07,10.05,9.88,8.86,6.13,4.25,1.6,19.69,10.87,27.64,20.98,15.62,47.3,48.3,24.26,1.16,1.22,1.07,1.04,0.73,87.85,69.49,45.68,38.18,35.21,39.57,36.64,11.81,10.33,4.66,3.14,62.25,-0.25
2025-02-01 16:30:04.828,103.26,66.06,40.46,10.21,9.88,8.53,6.13,4.0,1.44,19.08,11.07,26.82,20.82,15.43,47.71,48.71,23.44,1.24,1.22,1.15,1.0,0.69,98.45,77.26,47.31,36.54,34.6,43.04,39.51,11.0,9.36,4.25,2.98,-0.25,-0.25
2025-02-01 16:30:05.078,93.04,64.23,40.05,10.21,10.04,8.45,6.37,4.25,1.28,19.08,10.87,27.8,22.86,15.53,48.12,48.51,24.5,0.96,0.98,1.15,0.96,0.56,88.26,66.21,45.47,38.18,35.21,42.22,37.46,12.22,10.46,4.98,3.43,-0.25,-0.25
2025-02-01 16:30:05.328,88.95,61.79,39.24,10.13,9.88,8.12,5.97,3.84,1.11,17.86,10.87,28.54,22.94,16.04,47.09,49.73,24.66,1.0,0.94,0.99,0.76,0.52,85.4,67.44,49.75,41.86,38.06,46.51,41.35,12.22,10.33,4.94,3.31,-0.25,-0.25
2025-02-01 16:30:05.578,104.08,62.4,38.22,10.29,10.04,8.61,6.05,3.92,1.28,17.65,11.28,27.56,20.9,16.04,47.91,49.53,24.26,0.96,0.85,1.03,0.8,0.52,101.3,81.36,51.38,40.63,35.41,48.55,43.59,11.4,9.44,4.21,2.82,-0.25,-0.25
2025-02-01 16:30:05.828,98.35,62.19,38.42,9.89,9.8,8.37,5.72,3.6,1.52,17.65,10.87,29.68,22.86,16.55,46.27,47.28,25.76,1.0,1.06,1.07,0.72,0.44,92.74,71.12,51.58,42.88,38.26,45.9,37.46,12.71,10.94,5.02,3.51,-0.25,-0.25
2025-02-01 16:30:06.078,97.13,59.14,38.02,10.7,10.29,9.02,6.45,4.98,1.2,17.86,12.09,29.43,22.61,16.51,47.71,47.89,25.8,1.04,1.06,0.91,0.8,0.52,95.6,69.49,51.79,43.29,38.46,44.67,38.69,12.71,10.82,4.86,3.31,-0.25,-0.25
2025-02-01 16:30:06.328,100.4,59.54,39.85,11.27,10.93,9.34,6.94,5.23,1.36,18.26,12.3,29.84,22.94,16.62,48.73,49.73,26.09,0.96,0.98,0.99,0.76,0.48,101.71,71.53,53.82,44.72,40.09,46.1,41.55,12.79,10.86,4.82,3.27,-0.25,-0.25
2025-02-01 16:30:06.578,101.63,59.54,37.41,10.94,10.77,9.18,6.94,4.9,1.36,17.24,10.87,30.49,23.43,17.11,50.99,48.71,26.9,1.08,1.06,1.11,0.92,0.52,102.53,73.17,54.44,44.11,40.5,45.49,38.48,13.28,11.27,4.74,3.47,-0.25,-0.25
2025-02-01 16:30:06.828,98.35,64.43,39.03,12.08,11.74,10.08,7.6,5.55,1.6,19.08,13.11,30.57,23.91,17.11,52.22,48.92,27.06,1.08,1.1,1.07,0.92,0.56,104.16,77.26,52.6,42.67,38.67,45.69,37.05,12.95,11.27,4.74,3.35,-0.25,-0.25
2025-02-01 16:30:07.098,97.95,64.64,39.44,12.4,11.99,10.24,7.84,5.55,0.87,18.06,11.68,29.6,23.02,16.72,50.38,50.76,26.33,0.92,0.81,0.95,0.76,0.44,99.27,72.35,47.51,38.79,36.63,41.61,35.21,12.54,10.66,4.33,3.06,-0.25,-0.25
2025-02-01 16:30:07.328,106.94,63.82,38.63,13.22,12.72,11.06,8.25,6.21,1.52,19.08,13.72,30.33,23.51,17.23,48.73,53.41,26.65,1.2,1.14,1.15,0.92,0.48,102.94,75.63,46.9,38.99,37.44,39.57,32.76,12.87,10.54,4.7,3.27,-0.25,-0.25
2025-02-01 16:30:07.578,105.71,66.06,41.27,13.62,13.28,11.22,8.57,5.8,1.36,20.72,14.34,30.09,23.18,17.41,51.81,52.19,26.86,1.29,1.18,1.23,0.96,0.6,102.53,82.99,48.73,39.2,37.24,38.75,32.76,12.54,10.46,4.49,3.14,-0.25,-0.25
2025-02-01 16:30:07.828,99.99,66.06,40.66,12.89,12.88,11.14,8.33,5.31,1.44,22.14,13.72,30.9,23.67,17.59,52.02,50.55,27.31,0.92,1.02,1.11,0.76,0.52,98.86,76.44,50.97,41.24,37.85,43.65,43.39,12.79,10.98,4.7,3.31,-0.25,-0.25
2025-02-01 16:30:08.078,99.58,63.62,39.03,12.73,12.47,9.92,7.76,4.25,1.2,20.31,13.32,30.74,23.34,17.17,50.58,51.57,27.18,1.0,1.02,1.03,0.8,0.44,96.41,76.85,51.79,41.45,38.87,47.94,40.94,13.11,11.43,4.9,3.47,-0.25,-0.25
2025-02-01 16:30:08.337,105.31,61.58,38.83,12.65,12.23,10.08,7.43,4.57,1.03,17.45,12.5,29.84,22.69,17.17,46.89,50.14,26.61,0.92,0.81,0.99,0.76,0.4,97.23,77.67,47.92,40.02,36.63,46.92,36.85,12.54,10.74,4.66,3.1,-0.25,-0.25
2025-02-01 16:30:08.585,111.85,61.17,39.03,12.73,12.72,10.81,7.92,5.23,1.36,17.04,13.52,29.03,22.29,16.43,49.35,49.94,25.84,1.0,0.9,0.91,0.72,0.44,106.2,82.58,44.86,36.95,34.19,46.71,37.67,12.3,10.41,4.57,3.02,-0.25,-0.25
2025-02-01 16:30:08.836,106.53,59.75,38.22,12.89,12.72,11.14,8.17,5.23,1.2,17.65,13.52,30.09,23.83,16.88,47.91,50.14,26.57,1.12,1.02,0.95,0.84,0.48,101.71,76.04,46.29,38.99,36.43,45.08,38.48,13.2,11.07,4.9,3.27,-0.25,-0.25
2025-02-01 16:30:09.138,104.08,58.73,38.02,12.97,12.8,10.81,8.0,4.74,0.95,18.06,13.32,29.76,23.91,17.0,47.3,50.35,26.29,0.96,0.9,0.99,0.68,0.48,101.71,80.13,45.68,39.4,36.83,42.02,35.42,12.71,10.98,4.74,3.14,-0.25,-0.25
2025-02-01 16:30:09.328,109.4,59.54,38.83,13.22,13.12,11.22,8.33,5.06,1.36,19.29,13.93,29.6,23.67,17.33,49.56,50.35,26.57,1.04,1.06,0.91,0.84,0.44,117.21,88.32,47.71,40.43,37.65,45.28,36.03,12.3,10.5,4.41,3.06,-0.25,62.25
2025-02-01 16:30:09.578,108.58,61.99,39.24,12.97,12.64,10.49,7.92,4.74,1.44,19.29,13.32,31.39,23.91,17.96,49.56,49.53,27.63,1.12,1.14,1.15,0.88,0.56,105.38,78.9,48.94,42.06,38.67,47.73,38.48,13.28,11.31,4.86,3.22,-0.25,62.25
2025-02-01 16:30:09.828,111.44,64.23,40.25,13.13,12.88,10.57,7.92,5.31,1.52,19.08,14.13,30.66,23.67,17.68,49.56,47.89,27.14,1.16,1.14,1.15,0.76,0.64,101.71,74.4,50.57,42.67,39.07,50.59,36.64,13.03,10.9,4.7,3.27,-0.25,62.25
2025-02-01 16:30:10.078,113.48,66.67,39.03,12.4,12.23,10.32,7.76,5.15,1.28,18.47,12.7,30.74,24.08,17.9,51.4,47.69,27.22,1.29,1.18,1.23,0.96,0.64,106.61,81.36,55.86,43.9,39.89,46.92,36.03,12.71,10.66,4.66,3.31,-0.25,62.25
2025-02-01 16:30:10.328,105.31,69.93,39.24,12.48,12.47,10.41,7.51,5.15,1.6,19.49,13.72,31.31,23.99,18.12,51.2,47.28,27.71,1.37,1.39,1.4,1.08,0.73,93.56,73.17,53.01,43.9,40.9,46.92,41.14,13.2,10.94,4.86,3.43,-0.25,62.25
2025-02-01 16:30:10.579,99.17,70.54,41.47,12.57,12.15,10.41,7.6,4.98,1.6,19.9,12.7,31.23,23.99,18.04,50.58,50.76,27.87,1.12,1.1,1.11,0.92,0.6,97.23,69.9,50.16,42.47,38.46,43.65,36.85,12.87,10.86,4.7,3.02,-0.25,62.25
2025-02-01 16:30:10.828,99.58,67.69,40.46,12.16,11.91,9.75,7.51,4.98,1.44,18.67,13.32,31.55,24.4,18.08,51.61,49.33,27.87,1.16,1.14,1.07,0.96,0.6,94.37,70.71,49.55,42.27,39.48,42.43,37.05,13.28,11.11,4.82,3.47,-0.25,62.25
2025-02-01 16:30:11.078,100.81,67.89,40.46,12.24,11.83,10.16,7.51,4.82,1.68,18.67,12.5,31.06,24.16,17.88,51.2,50.14,27.47,1.16,1.14,1.11,0.92,0.56,93.96,74.81,46.7,39.81,38.06,39.57,35.42,12.79,10.82,4.61,3.22,-0.25,62.25
2025-02-01 16:30:11.329,107.76,66.67,40.25,12.24,12.07,10.24,7.19,4.82,1.44,17.86,12.7,31.06,24.48,17.94,49.76,49.53,27.35,1.04,1.26,1.19,1.08,0.6,92.33,71.53,45.88,39.4,36.83,40.18,34.39,12.63,11.03,4.82,3.22,-0.25,62.25
2025-02-01 16:30:11.578,113.08,66.27,39.03,11.35,11.42,9.59,6.62,4.41,1.11,18.67,12.5,30.41,23.67,17.37,51.61,53.21,26.74,1.24,1.18,1.19,0.84,0.64,92.74,70.3,43.64,38.59,36.63,46.51,42.37,12.79,10.82,4.7,3.22,-0.25,62.25
2025-02-01 16:30:11.828,111.44,64.84,38.42,11.43,11.01,9.18,6.7,4.0,1.36,17.86,12.3,30.0,23.43,17.39,48.53,50.35,26.61,1.16,1.06,0.99,0.88,0.48,91.11,66.62,42.42,37.77,36.22,50.79,41.96,12.14,10.66,4.7,3.14,-0.25,62.25
2025-02-01 16:30:12.099,102.03,62.8,39.03,11.43,10.85,9.18,6.78,4.74,1.03,16.84,10.46,29.76,23.59,17.7,45.86,47.89,26.65,0.8,0.9,0.87,0.72,0.24,87.44,64.98,42.22,37.16,36.63,45.9,35.01,11.89,10.7,4.74,3.18,-0.25,62.25
2025-02-01 16:30:12.328,99.58,60.56,37.41,12.0,11.74,10.41,7.92,5.55,1.52,19.49,13.11,30.9,23.75,17.86,51.2,50.96,27.18,1.2,0.98,1.11,1.0,0.6,91.52,69.9,44.86,39.2,36.63,47.53,37.05,12.54,10.7,4.86,3.43,-0.25,62.25
2025-02-01 16:30:12.578,94.26,60.16,39.64,12.57,12.23,11.22,8.57,5.8,1.44,19.9,13.11,30.57,24.08,17.66,54.89,51.78,26.86,1.12,1.1,1.15,0.92,0.6,93.96,71.94,44.46,38.59,37.24,46.71,41.75,12.87,10.62,4.9,3.35,-0.25,62.25
2025-02-01 16:30:12.829,93.45,58.73,38.42,12.73,12.23,10.89,8.25,5.72,1.44,19.08,13.11,30.74,24.65,17.51,51.61,52.19,26.78,1.08,1.22,0.99,1.0,0.56,95.19,74.4,46.29,39.2,36.43,46.51,38.89,12.95,10.58,4.86,3.39,-0.25,62.25
2025-02-01 16:30:13.078,93.86,58.73,39.85,12.57,12.15,10.73,7.92,5.39,1.28,19.9,13.11,30.17,24.48,17.19,51.61,51.57,26.82,1.12,1.06,1.03,0.76,0.48,92.74,76.44,47.71,39.4,37.24,42.63,32.96,13.11,10.7,4.86,3.43,-0.25,62.25
2025-02-01 16:30:13.328,98.76,59.14,40.66,12.48,12.39,10.32,7.43,4.9,1.36,22.35,13.72,30.66,24.65,17.19,51.61,54.85,27.1,1.12,1.02,0.91,0.88,0.6,94.37,79.72,47.51,39.4,36.83,44.47,38.07,13.36,11.15,4.9,3.35,-0.25,62.25
2025-02-01 16:30:13.579,97.95,59.54,41.27,12.81,12.47,10.57,7.6,4.82,1.44,19.9,13.72,30.98,24.08,17.45,53.25,53.21,27.35,1.04,1.06,1.03,0.88,0.6,95.19,80.13,46.49,39.4,37.65,44.26,40.73,13.36,11.43,4.82,3.43,-0.25,62.25
2025-02-01 16:30:13.828,103.26,59.54,37.81,12.4,12.47,10.16,7.35,4.66,1.36,20.51,13.72,30.57,23.26,18.23,52.22,51.37,27.02,1.08,1.06,0.99,0.84,0.56,100.08,82.18,47.51,39.2,37.04,40.59,38.07,12.3,10.54,4.74,3.31,-0.25,62.25
2025-02-01 16:30:14.078,105.31,60.97,38.83,12.65,11.91,10.32,7.35,4.66,1.44,18.88,13.32,30.09,22.53,18.04,51.4,52.8,26.65,1.16,1.1,1.03,0.76,0.56,104.57,86.68,48.33,39.61,36.63,40.39,37.26,11.73,10.05,4.49,3.18,-0.25,62.25
2025-02-01 16:30:14.337,101.63,61.38,38.63,12.16,11.91,10.08,7.35,4.49,1.2,18.88,12.5,29.35,21.96,17.06,48.94,53.01,25.72,0.92,0.94,0.91,0.56,0.28,101.71,84.63,48.33,38.18,35.41,42.84,38.69,11.89,10.25,4.82,3.1,-0.25,62.25
2025-02-01 16:30:14.586,104.9,62.6,39.03,12.16,12.15,10.08,7.27,4.49,1.2,18.06,12.91,29.11,21.64,17.47,48.73,51.78,25.72,1.16,1.02,1.03,0.84,0.48,100.08,79.31,49.95,38.99,36.43,45.28,37.46,11.32,9.68,4.7,3.18,-0.25,62.25
2025-02-01 16:30:14.837,111.44,65.65,39.64,12.4,12.07,9.92,7.27,4.57,1.52,18.88,12.5,29.19,21.39,18.19,52.02,53.41,26.21,1.16,1.1,1.07,0.84,0.56,108.64,89.95,58.1,40.43,37.44,43.24,34.39,11.16,9.23,4.53,2.98,-0.25,62.25
2025-02-01 16:30:15.086,108.58,68.71,42.69,12.48,12.15,10.32,7.68,4.98,1.2,19.69,13.11,30.41,22.77,17.47,52.02,51.57,26.7,1.0,0.98,0.91,0.8,0.44,95.19,73.99,54.23,40.63,38.26,48.34,44.21,12.63,10.78,4.86,3.51,-0.25,62.25
2025-02-01 16:30:15.328,108.58,70.95,41.47,12.73,12.23,10.81,7.92,5.31,1.52,21.12,13.52,30.49,23.34,17.43,51.61,50.96,26.65,1.29,1.22,1.15,1.0,0.64,103.34,83.4,56.88,43.08,39.48,44.47,37.87,12.71,10.9,4.94,3.39,-0.25,62.25
2025-02-01 16:30:15.579,103.67,74.0,43.1,13.05,12.8,10.98,8.25,5.47,1.44,22.55,13.52,30.17,22.45,17.43,53.66,52.6,26.45,1.29,1.26,1.23,1.0,0.69,96.41,76.85,52.4,42.67,38.46,39.77,33.78,12.63,10.74,4.86,3.39,-0.25,62.25
