measuring point,CON_L5,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,GF3,GF4,RIS12,RIS13,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,RIS3,RIS5,RIS6,RIS9,RIS11,ULS1,ULS2,RIS14,RIS15,ZR1,ZR2,gm_ZR,gm_ZL
sensor number,1,3,4,6,7,8,9,10,11,15,16,21,22,30,31,32,33,34,35,36,37,38,41,42,43,44,45,48,49,50,51,52,53,101,102
sensor range,500,250,250,100,100,100,100,100,100,250,250,100,100,25,250,250,50,50,50,50,50,50,500,500,250,250,250,250,250,100,50,50,50,1,1
sensor height,-0.213,-0.046,0.033,0.233,0.349,0.449,0.599,0.749,0.899,0.083,0.131,0.644,1.144,nan,0.628,0.628,nan,0.999,1.295,1.488,1.154,1.592,-0.285,-0.225,-0.111,0.039,0.139,1.099,1.099,1.68,1.779,1.444,1.883,0.0,0.0
2025-02-01 16:32:00.098,90.99,69.52,40.66,12.4,11.99,10.41,7.43,5.23,0.79,21.53,12.09,27.64,21.96,15.37,51.81,51.78,24.22,0.88,0.9,0.91,0.64,0.2,87.85,65.8,42.62,35.52,32.97,45.9,35.21,12.06,10.5,4.66,3.31,-0.25,-0.25
2025-02-01 16:32:00.328,97.95,69.52,40.86,12.4,12.39,10.89,8.17,5.8,1.44,22.35,12.7,28.29,22.45,15.64,52.84,53.62,24.7,1.45,1.3,1.23,1.0,0.64,91.52,69.9,41.81,36.13,33.58,44.88,35.42,12.38,10.54,4.74,3.27,-0.25,-0.25
2025-02-01 16:32:00.578,99.17,70.13,42.49,12.16,11.66,10.32,7.27,4.9,1.36,21.33,12.3,27.72,21.88,15.56,49.76,52.19,24.3,1.33,1.1,1.11,0.84,0.52,92.33,64.57,39.16,34.7,32.77,47.53,39.3,12.14,10.37,4.74,3.27,-0.25,-0.25
2025-02-01 16:32:00.828,96.31,66.67,39.85,11.75,11.42,10.08,6.78,4.57,1.44,19.69,12.3,27.64,21.8,15.07,51.2,53.21,23.69,1.08,0.98,1.15,0.88,0.52,88.26,64.16,40.79,34.7,32.56,48.75,41.96,12.14,10.33,5.02,3.51,-0.25,-0.25
2025-02-01 16:32:01.078,92.63,64.23,39.24,11.92,11.34,9.83,6.7,4.66,1.36,19.49,12.91,27.23,21.47,14.84,51.61,54.03,23.44,1.16,1.18,1.11,0.92,0.6,87.03,62.94,43.03,34.09,31.95,45.49,36.44,11.81,10.41,4.94,3.39,-0.25,-0.25
2025-02-01 16:32:01.328,91.81,62.6,38.42,12.24,11.99,10.08,6.86,5.15,1.36,19.29,13.52,26.58,20.82,14.88,51.81,51.78,23.0,1.16,1.06,1.07,0.72,0.6,85.81,62.12,40.99,33.27,31.75,46.92,38.89,11.49,10.29,4.86,3.31,-0.25,-0.25
2025-02-01 16:32:01.578,96.31,63.82,41.68,12.48,11.83,10.16,7.6,5.39,0.87,21.94,12.3,26.82,20.9,15.19,48.73,50.14,23.2,1.12,1.1,0.99,0.84,0.56,87.85,67.03,40.59,33.27,32.16,46.92,35.83,11.49,10.25,4.78,3.35,-0.25,-0.25
2025-02-01 16:32:01.828,106.53,61.58,40.25,11.84,11.5,9.75,7.11,4.9,1.11,20.72,12.3,26.01,19.85,14.6,48.94,50.35,22.51,1.0,0.9,0.78,0.72,0.32,94.37,68.26,42.01,33.88,31.75,46.71,38.07,10.92,10.01,4.7,3.22,-0.25,-0.25
2025-02-01 16:32:02.078,99.99,59.75,39.64,11.67,11.34,9.67,6.78,4.82,1.2,19.9,12.91,26.01,19.44,14.49,51.81,50.55,22.26,1.12,0.98,1.03,0.88,0.48,93.96,64.98,44.86,33.48,30.93,45.08,38.89,11.24,9.8,4.98,3.51,-0.25,-0.25
2025-02-01 16:32:02.337,100.81,57.92,38.42,10.78,10.69,8.86,6.37,4.25,1.2,17.65,11.07,25.52,19.6,14.72,51.4,50.35,21.86,0.92,0.81,1.03,0.64,0.32,96.82,68.26,48.12,34.5,32.16,46.1,44.21,10.59,9.23,4.86,3.47,-0.25,-0.25
2025-02-01 16:32:02.586,103.26,58.53,40.66,10.37,10.04,8.86,6.13,4.33,1.03,17.45,10.66,25.85,20.33,15.23,48.53,49.73,22.71,0.88,0.85,0.82,0.56,0.32,100.49,69.08,47.1,34.29,32.56,44.06,37.46,10.83,9.31,4.82,3.35,-0.25,-0.25
2025-02-01 16:32:02.836,111.44,57.51,36.8,10.78,10.45,9.26,6.7,5.06,1.28,19.69,11.07,26.34,20.82,15.35,52.43,48.3,23.4,0.96,0.94,0.99,0.68,0.4,109.87,80.54,52.81,36.95,34.39,45.08,40.53,11.24,9.68,4.74,3.39,-0.25,-0.25
2025-02-01 16:32:03.086,107.76,57.92,37.21,10.45,10.29,9.1,7.02,4.82,0.87,19.08,10.87,27.64,21.96,14.82,48.73,48.51,23.93,0.88,0.73,0.87,0.47,0.28,100.49,79.72,46.9,35.93,32.77,44.06,38.89,12.63,10.78,5.1,3.47,-0.25,-0.25
2025-02-01 16:32:03.328,115.94,60.77,39.44,11.1,10.93,9.43,6.7,4.57,0.95,19.69,11.68,27.88,22.2,15.31,48.94,49.73,24.05,1.04,0.94,0.91,0.76,0.52,107.42,87.5,51.18,37.56,34.39,48.96,40.12,12.3,10.58,4.98,3.43,-0.25,-0.25
2025-02-01 16:32:03.579,117.98,60.36,38.83,11.02,10.61,9.51,7.11,4.74,1.52,19.08,11.68,28.54,21.55,16.25,50.17,49.73,24.54,1.16,1.06,1.07,0.84,0.6,103.75,80.95,52.6,37.16,33.78,46.71,37.46,11.4,10.09,4.94,3.22,-0.25,-0.25
2025-02-01 16:32:03.828,126.57,60.56,38.63,10.54,10.37,8.94,6.54,4.0,0.95,17.65,11.07,27.07,20.09,16.27,50.79,49.33,23.85,1.16,1.06,0.91,0.8,0.56,124.14,101.82,63.4,41.04,36.83,50.38,41.55,10.75,9.19,4.41,3.18,-0.25,-0.25
2025-02-01 16:32:04.097,110.62,59.34,38.63,10.13,9.64,8.28,5.97,3.6,0.55,15.41,9.44,27.88,20.9,15.98,49.76,47.69,24.26,0.72,0.77,0.74,0.6,0.32,100.49,77.67,54.64,40.22,35.82,49.77,41.35,11.65,10.29,4.98,3.43,-0.25,-0.25
2025-02-01 16:32:04.329,110.21,63.82,40.66,11.19,10.61,9.26,6.78,4.74,1.03,20.1,11.89,27.07,20.58,15.49,53.04,51.57,23.69,1.2,1.35,1.35,1.0,0.69,104.16,87.09,61.56,39.2,33.78,46.3,36.23,11.16,9.44,4.49,2.94,-0.25,-0.25
2025-02-01 16:32:04.578,95.49,63.41,40.46,11.75,11.66,10.08,7.68,5.39,1.84,21.53,12.5,27.64,21.72,16.04,54.48,50.35,24.34,1.85,1.59,1.68,1.41,1.09,103.34,85.86,62.17,41.24,35.82,49.57,41.96,11.4,9.48,4.49,3.1,-0.25,-0.25
2025-02-01 16:32:04.828,97.54,67.69,44.93,12.32,11.83,10.65,8.41,5.31,2.17,22.55,12.91,26.58,20.01,15.74,55.09,51.98,23.73,1.94,1.92,1.8,1.65,1.26,109.87,85.45,51.99,36.34,32.77,46.92,39.71,10.35,8.74,3.88,2.49,-0.25,-0.25
2025-02-01 16:32:05.098,86.09,63.62,39.64,11.51,11.18,9.83,7.51,4.74,1.36,18.67,11.28,27.23,20.98,16.0,48.32,48.71,23.81,1.29,1.22,1.27,1.08,0.73,100.9,82.58,52.19,37.77,33.99,45.08,39.1,10.75,9.48,4.37,3.27,-0.25,-0.25
2025-02-01 16:32:05.328,91.81,64.23,41.88,11.67,11.26,10.24,7.84,5.39,1.6,18.88,11.68,27.4,20.33,16.07,48.32,51.17,24.09,1.29,1.3,1.35,0.92,0.77,103.34,80.13,51.38,40.02,35.61,49.36,38.07,11.16,9.76,4.7,3.14,-0.25,-0.25
2025-02-01 16:32:05.578,97.95,64.84,40.66,11.43,11.26,9.83,7.68,5.15,1.36,19.49,11.89,26.58,19.36,15.82,50.79,51.57,23.24,1.24,1.35,1.19,1.04,0.85,118.43,93.64,54.44,36.13,33.17,49.98,39.51,10.43,9.11,4.29,2.9,-0.25,-0.25
2025-02-01 16:32:05.829,101.63,61.99,38.02,11.51,11.34,9.75,7.35,4.82,1.68,19.69,11.68,27.4,20.9,15.43,48.12,52.8,23.48,1.2,1.1,1.27,1.0,0.73,107.42,79.31,53.82,39.2,36.02,45.69,38.28,11.16,9.93,4.94,3.59,-0.25,-0.25
2025-02-01 16:32:06.078,95.08,61.38,39.44,11.51,11.18,9.59,7.27,4.74,1.28,19.49,11.89,27.07,21.23,15.6,50.79,53.01,23.56,1.12,1.06,1.03,0.96,0.64,98.45,73.17,53.01,40.22,35.61,42.63,36.44,11.49,9.76,4.9,3.35,-0.25,-0.25
2025-02-01 16:32:06.328,104.9,59.95,37.61,11.1,10.77,8.94,6.86,4.33,1.6,17.86,12.3,27.31,21.55,15.7,50.38,52.6,24.05,1.2,1.1,1.03,0.84,0.56,106.61,80.95,53.21,39.61,35.0,41.41,37.05,11.81,9.84,4.7,3.14,-0.25,-0.25
2025-02-01 16:32:06.579,106.12,61.17,39.24,10.78,10.61,9.1,6.78,3.92,1.36,17.45,11.28,29.03,23.1,15.94,50.38,53.62,25.39,1.12,1.06,1.03,0.8,0.56,100.49,73.17,51.58,39.61,35.61,43.65,37.05,12.87,10.98,4.86,3.39,-0.25,-0.25
2025-02-01 16:32:06.828,113.08,60.77,38.63,10.05,10.12,8.28,5.72,3.68,1.28,16.63,10.87,28.05,22.04,15.64,49.35,50.35,24.99,0.96,0.9,0.78,0.56,0.48,105.38,81.36,54.23,37.16,34.39,48.75,41.75,12.38,10.58,4.41,2.82,-0.25,-0.25
2025-02-01 16:32:07.114,111.44,60.97,36.6,9.4,9.07,7.63,5.4,3.6,0.38,14.59,9.24,26.66,20.41,15.51,50.38,49.94,23.93,0.55,0.41,0.54,0.31,0.11,97.23,65.8,48.73,34.7,31.14,43.86,35.21,11.16,9.48,3.84,2.53,-0.25,-0.25
2025-02-01 16:32:07.329,115.12,61.38,38.42,9.48,9.31,8.04,5.72,4.0,1.03,15.61,10.26,25.93,19.36,15.31,51.81,50.55,23.12,0.68,0.53,0.5,0.47,0.16,105.38,70.3,46.49,33.07,30.32,42.84,36.23,10.43,8.7,3.59,2.57,-0.25,-0.25
2025-02-01 16:32:07.578,109.4,60.16,37.81,8.99,8.74,7.55,5.48,3.43,0.55,15.0,9.44,23.81,17.57,14.84,49.76,49.53,21.61,0.47,0.45,0.42,0.27,0.03,98.45,71.94,42.22,30.41,28.09,44.67,39.71,8.55,7.44,3.23,2.0,-0.25,-0.25
2025-02-01 16:32:07.828,106.53,60.16,36.6,8.34,7.85,6.9,4.99,3.02,0.71,14.79,9.24,22.75,17.08,14.76,51.61,49.33,20.92,0.31,0.41,0.21,0.23,0.07,97.23,72.76,39.77,28.77,27.07,48.75,37.26,7.9,6.67,2.78,1.71,-0.25,-0.25
2025-02-01 16:32:08.098,102.44,58.32,34.77,6.88,6.56,5.27,3.28,1.56,-0.02,13.57,6.79,20.38,14.96,14.07,51.61,46.87,19.25,0.07,0.08,0.05,-0.14,-0.33,96.0,71.94,34.68,24.89,22.8,46.92,38.28,6.27,5.4,2.33,1.1,-0.25,-0.25
2025-02-01 16:32:08.332,101.22,59.54,37.21,6.15,6.07,4.69,3.03,1.88,-0.1,15.61,6.38,19.73,13.74,13.98,52.02,50.35,18.64,0.07,0.04,0.09,-0.1,-0.25,95.6,71.53,34.07,25.5,24.02,44.88,41.75,5.46,4.67,2.21,1.1,-0.25,-0.25
2025-02-01 16:32:08.587,90.99,57.1,36.6,5.42,4.94,4.04,2.46,1.23,-0.02,15.41,5.77,19.24,12.77,13.43,48.12,50.76,17.91,0.03,-0.25,0.01,-0.26,-0.5,87.44,65.39,33.05,24.69,22.8,40.39,37.67,5.29,4.63,1.92,0.93,-0.25,-0.25
2025-02-01 16:32:08.836,87.72,58.53,36.39,4.53,4.21,3.39,1.89,0.9,0.06,14.79,4.14,16.72,10.65,12.15,48.32,46.87,15.84,-0.14,-0.17,-0.2,-0.26,-0.37,96.41,69.9,30.81,22.44,20.56,38.35,36.03,4.07,3.61,1.39,0.48,-0.25,-0.25
2025-02-01 16:32:09.138,84.45,60.16,37.21,3.72,3.23,2.9,1.65,0.66,-0.43,13.98,3.73,15.0,9.43,11.48,45.25,43.8,14.62,-0.38,-0.33,-0.32,-0.58,-0.54,89.07,64.16,32.03,22.23,20.56,39.57,39.1,3.5,3.04,1.39,0.56,-0.25,-0.25
2025-02-01 16:32:09.329,82.41,60.56,36.39,3.55,3.64,3.06,1.65,0.99,-0.1,14.79,4.14,13.7,8.54,10.7,46.07,44.01,13.48,-0.18,-0.21,-0.24,-0.34,-0.54,85.81,64.16,30.2,21.41,18.73,37.73,33.99,3.1,2.63,1.18,0.4,-0.25,-0.25
2025-02-01 16:32:09.578,81.18,61.17,35.99,3.23,2.99,2.49,1.32,0.5,-0.26,15.2,4.75,12.8,7.72,9.93,47.5,44.42,12.18,-0.18,-0.25,-0.15,-0.26,-0.46,98.86,75.22,31.22,18.96,17.1,38.14,32.96,2.53,1.98,0.98,0.15,-0.25,-0.25
2025-02-01 16:32:09.828,76.27,59.75,36.19,2.66,2.42,1.84,0.59,0.25,-0.43,13.57,3.73,11.82,7.8,9.21,46.07,42.37,11.41,-0.46,-0.45,-0.56,-0.62,-0.66,87.44,67.03,30.61,20.19,16.49,39.98,38.48,2.69,2.14,1.27,0.48,-0.25,-0.25
2025-02-01 16:32:10.098,72.18,59.14,35.38,2.09,1.94,1.19,0.35,-0.48,-1.07,13.36,1.89,9.62,5.93,8.13,42.79,40.53,9.82,-0.83,-0.66,-0.68,-0.79,-0.86,82.55,64.16,27.15,15.89,13.24,35.9,31.74,1.63,1.37,0.7,-0.13,-0.25,-0.25
2025-02-01 16:32:10.328,72.59,58.93,34.97,1.61,1.45,1.43,0.35,-0.24,-0.51,13.36,2.3,9.21,5.69,7.64,42.38,40.74,9.33,-0.67,-0.62,-0.6,-0.67,-0.62,89.07,68.67,28.57,15.28,13.03,35.08,30.92,1.47,1.25,0.53,0.03,-0.25,-0.25
2025-02-01 16:32:10.578,84.45,59.14,34.56,1.12,1.13,1.02,0.26,-0.16,-0.43,13.16,2.3,8.48,5.04,7.25,40.74,39.31,8.56,-0.42,-0.62,-0.6,-0.71,-0.78,93.15,70.71,26.94,14.06,12.22,36.51,33.37,1.14,1.0,0.53,-0.25,-0.25,-0.25
2025-02-01 16:32:10.828,91.81,59.14,34.36,0.96,0.56,0.61,0.1,-0.48,-0.59,12.14,1.89,7.75,4.31,6.48,42.58,39.1,7.83,-0.58,-0.62,-0.56,-0.75,-0.82,87.85,62.94,27.76,12.83,11.0,36.1,33.17,0.82,0.8,0.16,-0.42,-0.25,-0.25
2025-02-01 16:32:11.079,95.08,59.14,33.55,0.71,0.48,0.53,-0.55,-0.57,-0.59,11.94,1.28,6.69,3.82,5.99,43.2,38.28,6.97,-0.83,-0.78,-0.85,-0.87,-0.95,84.99,61.71,30.0,11.4,9.98,36.1,37.46,0.57,0.64,0.37,-0.25,-0.25,-0.25
2025-02-01 16:32:11.328,92.63,56.08,32.53,0.31,-0.09,-0.12,-0.63,-0.89,-0.83,10.51,0.06,5.87,3.09,5.38,42.79,39.51,6.08,-0.71,-0.53,-0.56,-0.58,-0.74,97.23,73.99,23.89,10.38,8.76,34.47,33.37,0.49,0.27,0.16,-0.34,-0.25,-0.25
2025-02-01 16:32:11.578,91.4,52.82,30.5,-0.1,-0.41,-0.28,-0.71,-1.22,-0.83,9.08,0.26,4.73,2.19,4.87,42.79,39.1,5.55,-0.83,-0.9,-0.85,-0.87,-0.82,102.94,74.4,20.43,7.92,7.34,35.29,33.99,-0.24,-0.1,-0.16,-0.79,-0.25,-0.25
2025-02-01 16:32:11.828,94.26,52.42,29.89,-0.42,-0.33,-0.12,-0.31,-0.65,-0.51,8.06,0.26,5.06,3.0,4.56,40.53,37.47,5.06,-0.95,-0.9,-0.85,-1.03,-0.95,102.53,74.4,29.18,10.78,7.74,38.75,41.14,0.16,0.39,0.45,-0.17,-0.25,-0.25
